state,district,date,lifecycle_friction_score,friction_level
Bihar,Nalanda,2025-09-30,4.022457282343368,High
Bihar,Nalanda,2025-10-31,0.5651991614255766,High
Bihar,Nawada,2025-07-31,1.8473856209150326,High
Bihar,Nawada,2025-09-30,1.6893177737881508,High
Bihar,Nawada,2025-10-31,0.3475778546712803,High
Bihar,Pashchim Champaran,2025-03-31,0.0,Low
Bihar,Pashchim Champaran,2025-06-30,0.0,Low
Bihar,Pashchim Champaran,2025-07-31,0.0,Low
Bihar,Pashchim Champaran,2025-09-30,2.6787878787878787,High
Bihar,Pashchim Champaran,2025-10-31,0.4444444444444445,High
Bihar,Patna,2025-03-31,317.95,High
Bihar,Patna,2025-04-30,5.839364518976169,High
Bihar,Patna,2025-05-31,31.91645569620253,High
Bihar,Patna,2025-06-30,10.469934162399413,High
Bihar,Patna,2025-07-31,8.440663507109004,High
Bihar,Patna,2025-09-30,2.8310661478599224,High
Bihar,Patna,2025-10-31,0.8751700680272109,High
Bihar,Purba Champaran,2025-09-30,1.3217391304347825,High
Bihar,Purba Champaran,2025-10-31,0.49090909090909096,High
Bihar,Purbi Champaran,2025-03-31,0.0,Low
Bihar,Purbi Champaran,2025-06-30,0.0,Low
Bihar,Purbi Champaran,2025-07-31,0.0,Low
Bihar,Purnea,2025-09-30,4.644444444444445,High
Bihar,Purnea,2025-10-31,0.8421052631578947,High
Bihar,Purnia,2025-04-30,27.67223587223587,High
Bihar,Purnia,2025-06-30,12.858533145275036,High
Bihar,Purnia,2025-07-31,10.83212058212058,High
Bihar,Purnia,2025-09-30,2.9865302325581395,High
Bihar,Purnia,2025-10-31,0.5410548086866598,High
Bihar,Rohtas,2025-09-30,3.562979683972912,High
Bihar,Rohtas,2025-10-31,1.305769230769231,High
Bihar,Saharsa,2025-05-31,12.497196261682243,High
Bihar,Saharsa,2025-06-30,6.939225181598063,High
Bihar,Saharsa,2025-07-31,6.647011308562197,High
Bihar,Saharsa,2025-09-30,2.8461975028376845,High
Bihar,Saharsa,2025-10-31,0.4549019607843137,High
Bihar,Samastipur,2025-07-31,13.875739644970414,High
Bihar,Samastipur,2025-09-30,2.531989100817439,High
Bihar,Samastipur,2025-10-31,0.5217741935483872,High
Bihar,Samstipur,2025-09-30,1.9583333333333333,High
Bihar,Samstipur,2025-10-31,0.6000000000000001,High
Bihar,Saran,2025-04-30,36.67706422018348,High
Bihar,Saran,2025-06-30,8.485868586858686,High
Bihar,Saran,2025-07-31,4.762307388384038,High
Bihar,Saran,2025-09-30,1.7534620819594913,High
Bihar,Saran,2025-10-31,0.40728260869565225,High
Bihar,Sheikhpura,2025-09-30,3.1194784026079865,High
Bihar,Sheikhpura,2025-10-31,0.5961471103327496,High
Bihar,Sheikpura,2025-09-30,3.272727272727273,High
Bihar,Sheikpura,2025-10-31,0.6000000000000001,High
Bihar,Sheohar,2025-09-30,3.1038277511961723,High
Bihar,Sheohar,2025-10-31,0.46843033509700177,High
Bihar,Sitamarhi,2025-03-31,17.757602996254683,High
Bihar,Sitamarhi,2025-04-30,3.579360210341805,High
Bihar,Sitamarhi,2025-05-31,2.618504213483146,High
Bihar,Sitamarhi,2025-06-30,1.7826744904261889,High
Bihar,Sitamarhi,2025-07-31,1.5576176373807173,High
Bihar,Sitamarhi,2025-09-30,2.6070854162138666,High
Bihar,Sitamarhi,2025-10-31,0.3699477701888309,High
Bihar,Siwan,2025-05-31,12.67578947368421,High
Bihar,Siwan,2025-06-30,15.358333333333333,High
Bihar,Siwan,2025-07-31,16.969902912621357,High
Bihar,Siwan,2025-09-30,1.9967884570630672,High
Bihar,Siwan,2025-10-31,0.4902581182348043,High
Bihar,Supaul,2025-09-30,2.7857251328777526,High
Bihar,Supaul,2025-10-31,0.5720970537261699,High
Bihar,Vaishali,2025-04-30,34.670824949698186,High
Bihar,Vaishali,2025-09-30,1.8447860962566847,High
Bihar,Vaishali,2025-10-31,0.3242724272427243,High
Bihar,West Champaran,2025-04-30,2.3412431062751526,High
Bihar,West Champaran,2025-05-31,2.2699959726137733,High
Bihar,West Champaran,2025-09-30,2.2850596966763472,High
Bihar,West Champaran,2025-10-31,0.9818768139309901,High
Chandigarh,Chandigarh,2025-04-30,63.400000000000006,High
Chandigarh,Chandigarh,2025-09-30,3.717426900584795,High
Chandigarh,Chandigarh,2025-10-31,1.0464135021097047,High
Chandigarh,Rupnagar,2025-09-30,4.0,High
Chhattisgarh,Balod,2025-09-30,9.17936210131332,High
Chhattisgarh,Balod,2025-10-31,2.0605042016806725,High
Chhattisgarh,Baloda Bazar,2025-05-31,19.990808823529413,High
Chhattisgarh,Baloda Bazar,2025-09-30,4.784528034066714,High
Chhattisgarh,Baloda Bazar,2025-10-31,1.7825641025641028,High
Chhattisgarh,Balrampur,2025-07-31,2.058350100603622,High
Chhattisgarh,Balrampur,2025-09-30,2.4027397260273973,High
Chhattisgarh,Balrampur,2025-10-31,0.44761904761904764,High
Chhattisgarh,Bastar,2025-09-30,5.081471747700394,High
Chhattisgarh,Bastar,2025-10-31,1.120677966101695,High
Chhattisgarh,Bemetara,2025-09-30,6.708602150537635,High
Chhattisgarh,Bemetara,2025-10-31,2.016858237547893,High
Chhattisgarh,Bijapur,2025-03-31,15.0625,High
Chhattisgarh,Bijapur,2025-04-30,3.223404255319149,High
Chhattisgarh,Bijapur,2025-05-31,2.543606557377049,High
Chhattisgarh,Bijapur,2025-06-30,3.171835443037975,High
Chhattisgarh,Bijapur,2025-07-31,1.547663551401869,High
Chhattisgarh,Bijapur,2025-09-30,1.8804938271604938,High
Chhattisgarh,Bijapur,2025-10-31,0.1118279569892473,High
Chhattisgarh,Bilaspur,2025-07-31,13.161924119241192,High
Chhattisgarh,Bilaspur,2025-09-30,3.270287044220326,High
Chhattisgarh,Bilaspur,2025-10-31,1.203056768558952,High
Chhattisgarh,Dakshin Bastar Dantewada,2025-09-30,13.595620437956205,High
Chhattisgarh,Dakshin Bastar Dantewada,2025-10-31,0.508235294117647,High
Chhattisgarh,Dantewada,2025-09-30,18.569230769230767,High
Chhattisgarh,Dantewada,2025-10-31,0.2,High
Chhattisgarh,Dhamtari,2025-09-30,7.044859813084112,High
Chhattisgarh,Dhamtari,2025-10-31,1.850381679389313,High
Chhattisgarh,Durg,2025-04-30,33.4453125,High
Chhattisgarh,Durg,2025-07-31,27.96161616161616,High
Chhattisgarh,Durg,2025-09-30,8.144464285714285,High
Chhattisgarh,Durg,2025-10-31,1.634703196347032,High
Chhattisgarh,Gariyaband,2025-09-30,5.435181644359465,High
Chhattisgarh,Gariyaband,2025-10-31,2.0742857142857143,High
Chhattisgarh,Gaurela-pendra-marwahi,2025-09-30,1.9877551020408162,High
Chhattisgarh,Gaurela-pendra-marwahi,2025-10-31,1.46,High
Chhattisgarh,Gaurella Pendra Marwahi,2025-06-30,0.0,Low
Chhattisgarh,Gaurella Pendra Marwahi,2025-07-31,0.0,Low
Chhattisgarh,Janjgir - Champa,2025-09-30,1.9142857142857144,High
Chhattisgarh,Janjgir - Champa,2025-10-31,1.2000000000000002,High
Chhattisgarh,Janjgir Champa,2025-09-30,2.56,High
Chhattisgarh,Janjgir Champa,2025-10-31,2.8000000000000003,High
Chhattisgarh,Janjgir-champa,2025-09-30,5.2214597629444786,High
Chhattisgarh,Janjgir-champa,2025-10-31,1.7987679671457906,High
Chhattisgarh,Jashpur,2025-09-30,4.745937961595273,High
Chhattisgarh,Jashpur,2025-10-31,1.8380165289256198,High
Chhattisgarh,Kabeerdham,2025-09-30,4.9089700996677745,High
Chhattisgarh,Kabeerdham,2025-10-31,1.3938144329896909,High
Chhattisgarh,Kanker,2025-09-30,4.352296819787986,High
Chhattisgarh,Kanker,2025-10-31,0.8346938775510204,High
Chhattisgarh,Kawardha,2025-09-30,5.246130500758725,High
Chhattisgarh,Kawardha,2025-10-31,0.2901639344262295,High
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-09-30,3.583333333333334,High
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-10-31,1.008,High
Chhattisgarh,Kondagaon,2025-09-30,3.008409090909091,High
Chhattisgarh,Kondagaon,2025-10-31,0.3879781420765027,High
Chhattisgarh,Korba,2025-09-30,5.061599999999999,High
Chhattisgarh,Korba,2025-10-31,0.9399602385685886,High
Chhattisgarh,Koriya,2025-09-30,5.054922279792747,High
Chhattisgarh,Koriya,2025-10-31,1.808372093023256,High
Chhattisgarh,Mahasamund,2025-09-30,3.617922948073702,High
Chhattisgarh,Mahasamund,2025-10-31,1.3098445595854924,High
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-09-30,1.946236559139785,High
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-10-31,1.8095238095238095,High
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2025-09-30,6.8,High
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-09-30,5.744186046511628,High
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-10-31,4.911111111111111,High
Chhattisgarh,Mungeli,2025-09-30,4.213347921225383,High
Chhattisgarh,Mungeli,2025-10-31,1.2548104956268222,High
Chhattisgarh,Narayanpur,2025-09-30,4.76694214876033,High
Chhattisgarh,Narayanpur,2025-10-31,0.36923076923076925,High
Chhattisgarh,Raigarh,2025-07-31,8.732325886990802,High
Chhattisgarh,Raigarh,2025-09-30,11.213645761543763,High
Chhattisgarh,Raigarh,2025-10-31,2.193175853018373,High
Chhattisgarh,Raipur,2025-03-31,97.866,High
Chhattisgarh,Raipur,2025-04-30,38.7807453416149,High
Chhattisgarh,Raipur,2025-09-30,4.616299137104506,High
Chhattisgarh,Raipur,2025-10-31,0.8075253256150507,High
Chhattisgarh,Rajnandgaon,2025-09-30,5.86214405360134,High
Chhattisgarh,Rajnandgaon,2025-10-31,0.9734693877551021,High
Chhattisgarh,Sakti,2025-09-30,2.0203389830508476,High
Chhattisgarh,Sakti,2025-10-31,1.6372093023255816,High
Chhattisgarh,Sarangarh-Bilaigarh,2025-09-30,9.303448275862069,High
Chhattisgarh,Sarangarh-Bilaigarh,2025-10-31,2.577777777777778,High
Chhattisgarh,Sukma,2025-04-30,3.7590551181102363,High
Chhattisgarh,Sukma,2025-05-31,6.142857142857142,High
Chhattisgarh,Sukma,2025-07-31,7.933884297520661,High
Chhattisgarh,Sukma,2025-09-30,6.293811074918567,High
Chhattisgarh,Sukma,2025-10-31,0.6709677419354839,High
Chhattisgarh,Surajpur,2025-09-30,4.828343313373254,High
Chhattisgarh,Surajpur,2025-10-31,1.8845901639344262,High
Chhattisgarh,Surguja,2025-09-30,4.286770140428677,High
Chhattisgarh,Surguja,2025-10-31,1.8229333333333333,High
Chhattisgarh,Uttar Bastar Kanker,2025-09-30,6.356521739130434,High
Chhattisgarh,Uttar Bastar Kanker,2025-10-31,0.8901960784313726,High
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-09-30,8.761621621621622,High
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-10-31,0.5367088607594938,High
Dadra & Nagar Haveli & Daman & Diu,Dadra & Nagar Haveli,2025-09-30,3.517948717948718,High
Dadra & Nagar Haveli & Daman & Diu,Dadra & Nagar Haveli,2025-10-31,6.666666666666668,High
Dadra & Nagar Haveli & Daman & Diu,Daman,2025-09-30,1.8782608695652177,High
Dadra & Nagar Haveli & Daman & Diu,Daman,2025-10-31,2.7,High
Dadra & Nagar Haveli & Daman & Diu,Diu,2025-09-30,1.44,High
Daman & Diu,Daman,2025-09-30,20.019047619047615,High
Daman & Diu,Daman,2025-10-31,3.0,High
Daman & Diu,Diu,2025-09-30,10.505882352941176,High
Daman & Diu,Diu,2025-10-31,0.43636363636363634,High
Delhi,Central Delhi,2025-04-30,60.73684210526316,High
Delhi,Central Delhi,2025-05-31,15.65105105105105,High
Delhi,Central Delhi,2025-06-30,22.677319587628865,High
Delhi,Central Delhi,2025-07-31,3.9036458333333335,High
Delhi,Central Delhi,2025-09-30,4.207172413793104,High
Delhi,Central Delhi,2025-10-31,1.110344827586207,High
Delhi,East Delhi,2025-04-30,24.30767543859649,High
Delhi,East Delhi,2025-05-31,8.888679245283019,High
Delhi,East Delhi,2025-06-30,11.206700507614212,High
Delhi,East Delhi,2025-07-31,8.644621938232161,High
Delhi,East Delhi,2025-09-30,3.676833414278776,High
Delhi,East Delhi,2025-10-31,1.0698564593301436,High
Delhi,Najafgarh,2025-09-30,4.014285714285714,High
Delhi,Najafgarh,2025-10-31,1.2000000000000002,High
Delhi,New Delhi,2025-06-30,0.7702479338842976,High
Delhi,New Delhi,2025-07-31,0.3354720439963336,High
Delhi,New Delhi,2025-09-30,4.786666666666666,High
Delhi,New Delhi,2025-10-31,1.125,High
Delhi,North Delhi,2025-06-30,9.208695652173914,High
Delhi,North Delhi,2025-07-31,6.35338512763596,High
Delhi,North Delhi,2025-09-30,4.114349775784754,High
Delhi,North Delhi,2025-10-31,0.7268965517241379,High
Delhi,North East,2025-09-30,3.1222042139384114,High
Delhi,North East,2025-10-31,0.18125000000000002,High
Delhi,North East   *,2025-09-30,0.0,Low
Delhi,North East Delhi,2025-06-30,6.974762206721623,High
Delhi,North East Delhi,2025-07-31,3.41954484605087,High
Delhi,North East Delhi,2025-09-30,3.9223709369024857,High
Delhi,North East Delhi,2025-10-31,0.8426277372262775,High
Delhi,North West Delhi,2025-03-31,701.5799999999999,High
Delhi,North West Delhi,2025-04-30,39.45160796324655,High
Delhi,North West Delhi,2025-05-31,50.84875776397516,High
Delhi,North West Delhi,2025-06-30,31.760651629072683,High
Delhi,North West Delhi,2025-07-31,29.419470538001704,High
Delhi,North West Delhi,2025-09-30,4.504896907216495,High
Delhi,North West Delhi,2025-10-31,0.6959670781893004,High
Delhi,Shahdara,2025-04-30,6.185579937304075,High
Delhi,Shahdara,2025-05-31,6.103759398496241,High
Delhi,Shahdara,2025-07-31,3.6037546933667084,High
Delhi,Shahdara,2025-09-30,2.9706521739130434,High
Delhi,Shahdara,2025-10-31,0.8272727272727274,High
Delhi,South Delhi,2025-04-30,67.80852575488456,High
Delhi,South Delhi,2025-05-31,64.42222222222222,High
Delhi,South Delhi,2025-06-30,15.079253567508234,High
Delhi,South Delhi,2025-07-31,16.522966507177035,High
Delhi,South Delhi,2025-09-30,3.45038121378469,High
Delhi,South Delhi,2025-10-31,0.5107382550335571,High
Delhi,South East Delhi,2025-09-30,3.835294117647059,High
Delhi,South East Delhi,2025-10-31,2.5600000000000005,High
Delhi,South West Delhi,2025-04-30,26.514666666666667,High
Delhi,South West Delhi,2025-05-31,20.864327485380116,High
Delhi,South West Delhi,2025-06-30,34.587538940809964,High
Delhi,South West Delhi,2025-07-31,22.381818181818183,High
Delhi,South West Delhi,2025-09-30,3.5978641606151216,High
Delhi,South West Delhi,2025-10-31,0.4636871508379889,High
Delhi,West Delhi,2025-03-31,83.89155844155844,High
Delhi,West Delhi,2025-04-30,17.619017094017096,High
Delhi,West Delhi,2025-05-31,7.851156069364161,High
Delhi,West Delhi,2025-06-30,6.094531897265949,High
Delhi,West Delhi,2025-07-31,4.212144992526158,High
Delhi,West Delhi,2025-09-30,3.6316187594553706,High
Delhi,West Delhi,2025-10-31,0.9845272206303726,High
Goa,Bardez,2025-09-30,7.999999999999999,High
Goa,North Goa,2025-07-31,60.54285714285714,High
Goa,North Goa,2025-09-30,4.106225680933852,High
Goa,North Goa,2025-10-31,1.2054054054054055,High
Goa,South Goa,2025-09-30,4.673389355742296,High
Goa,South Goa,2025-10-31,0.8152671755725192,High
Gujarat,Ahmadabad,2025-06-30,0.8375510204081633,High
Gujarat,Ahmadabad,2025-07-31,0.14384478144513826,High
Gujarat,Ahmadabad,2025-09-30,4.513294797687861,High
Gujarat,Ahmadabad,2025-10-31,0.4988235294117647,High
Gujarat,Ahmedabad,2025-04-30,252.18852459016392,High
Gujarat,Ahmedabad,2025-05-31,34.957,High
Gujarat,Ahmedabad,2025-07-31,49.988564476885635,High
Gujarat,Ahmedabad,2025-09-30,3.8865642042637583,High
Gujarat,Ahmedabad,2025-10-31,0.5946255002858777,High
Gujarat,Amreli,2025-04-30,18.84453781512605,High
Gujarat,Amreli,2025-07-31,9.177893368010404,High
Gujarat,Amreli,2025-09-30,3.567071057192374,High
Gujarat,Amreli,2025-10-31,0.6279411764705882,High
Gujarat,Anand,2025-04-30,34.573443983402484,High
Gujarat,Anand,2025-05-31,69.18461538461538,High
Gujarat,Anand,2025-06-30,40.05851528384279,High
Gujarat,Anand,2025-07-31,11.333994589720469,High
Gujarat,Anand,2025-09-30,3.6898518924849144,High
Gujarat,Anand,2025-10-31,0.3899419729206963,High
Gujarat,Arvalli,2025-04-30,9.433980582524272,High
Gujarat,Arvalli,2025-07-31,6.262562396006656,High
Gujarat,Arvalli,2025-09-30,3.072635135135135,High
Gujarat,Arvalli,2025-10-31,0.30364963503649633,High
Gujarat,Banas Kantha,2025-03-31,0.0,Low
Gujarat,Banas Kantha,2025-06-30,0.0,Low
Gujarat,Banas Kantha,2025-07-31,0.007217165149544864,Low
Gujarat,Banas Kantha,2025-09-30,1.2317460317460318,High
Gujarat,Banas Kantha,2025-10-31,0.29473684210526313,High
Gujarat,Banaskantha,2025-04-30,1.982640949554896,High
Gujarat,Banaskantha,2025-05-31,5.368945312499999,High
Gujarat,Banaskantha,2025-09-30,2.205473156465427,High
Gujarat,Banaskantha,2025-10-31,0.3350194552529183,High
Gujarat,Bharuch,2025-04-30,26.761137440758294,High
Gujarat,Bharuch,2025-05-31,17.376708860759493,High
Gujarat,Bharuch,2025-09-30,3.4179035960214232,High
Gujarat,Bharuch,2025-10-31,0.5945137157107232,High
Gujarat,Bhavnagar,2025-04-30,16.34140127388535,High
Gujarat,Bhavnagar,2025-06-30,50.302092050209204,High
Gujarat,Bhavnagar,2025-07-31,7.021735074626865,High
Gujarat,Bhavnagar,2025-09-30,2.8451499118165784,High
Gujarat,Bhavnagar,2025-10-31,0.43037974683544306,High
Gujarat,Botad,2025-04-30,2.792168674698795,High
Gujarat,Botad,2025-06-30,4.099450549450549,High
Gujarat,Botad,2025-07-31,1.8159633027522935,High
Gujarat,Botad,2025-09-30,2.0723684210526314,High
Gujarat,Botad,2025-10-31,0.336,High
Gujarat,Chhotaudepur,2025-04-30,5.829460580912863,High
Gujarat,Chhotaudepur,2025-05-31,18.56111111111111,High
Gujarat,Chhotaudepur,2025-06-30,19.48936170212766,High
Gujarat,Chhotaudepur,2025-07-31,1.8273899033297527,High
Gujarat,Chhotaudepur,2025-09-30,4.85188679245283,High
Gujarat,Chhotaudepur,2025-10-31,0.332,High
Gujarat,Dahod,2025-04-30,4.615451472718494,High
Gujarat,Dahod,2025-05-31,4.3938461538461535,High
Gujarat,Dahod,2025-09-30,3.0329192546583847,High
Gujarat,Dahod,2025-10-31,0.3676528599605523,High
Gujarat,Dang,2025-06-30,0.0,Low
Gujarat,Dang,2025-07-31,0.0,Low
Gujarat,Devbhumi Dwarka,2025-04-30,7.107042253521127,High
Gujarat,Devbhumi Dwarka,2025-05-31,10.113888888888889,High
Gujarat,Devbhumi Dwarka,2025-07-31,4.038821490467938,High
Gujarat,Devbhumi Dwarka,2025-09-30,2.2608108108108107,High
Gujarat,Devbhumi Dwarka,2025-10-31,0.2853333333333334,High
Gujarat,Dohad,2025-03-31,11.752727272727272,High
Gujarat,Dohad,2025-06-30,0.3380175658720201,High
Gujarat,Dohad,2025-07-31,0.18537682789651294,High
Gujarat,Dohad,2025-09-30,1.5334298118668597,High
Gujarat,Dohad,2025-10-31,0.2699186991869919,High
Gujarat,Gandhinagar,2025-04-30,7.001520912547528,High
Gujarat,Gandhinagar,2025-05-31,27.532203389830507,High
Gujarat,Gandhinagar,2025-06-30,23.20384615384615,High
Gujarat,Gandhinagar,2025-07-31,15.581352833638025,High
Gujarat,Gandhinagar,2025-09-30,3.9299743808710503,High
Gujarat,Gandhinagar,2025-10-31,0.5773700305810398,High
Gujarat,Gir Somnath,2025-04-30,1.4630715123094957,High
Gujarat,Gir Somnath,2025-05-31,10.78076923076923,High
Gujarat,Gir Somnath,2025-07-31,2.9642857142857144,High
Gujarat,Gir Somnath,2025-09-30,1.9916004540295118,High
Gujarat,Gir Somnath,2025-10-31,0.28774703557312253,High
Gujarat,Jamnagar,2025-04-30,16.528481012658226,High
Gujarat,Jamnagar,2025-05-31,16.978339350180505,High
Gujarat,Jamnagar,2025-07-31,7.051479289940828,High
Gujarat,Jamnagar,2025-09-30,3.021315789473684,High
Gujarat,Jamnagar,2025-10-31,0.4513562386980109,High
Gujarat,Junagadh,2025-04-30,23.250519031141867,High
Gujarat,Junagadh,2025-09-30,2.8393162393162394,High
Gujarat,Junagadh,2025-10-31,0.5024000000000001,High
Gujarat,Kachchh,2025-03-31,193.79999999999998,High
Gujarat,Kachchh,2025-04-30,10.719294377067255,High
Gujarat,Kachchh,2025-05-31,77.33466666666666,High
Gujarat,Kachchh,2025-06-30,84.39699248120301,High
Gujarat,Kachchh,2025-07-31,6.193779160186625,High
Gujarat,Kachchh,2025-09-30,3.0316258351893093,High
Gujarat,Kachchh,2025-10-31,0.4101644245142003,High
Gujarat,Kheda,2025-04-30,12.643969465648855,High
Gujarat,Kheda,2025-05-31,63.11142857142857,High
Gujarat,Kheda,2025-07-31,17.15806451612903,High
Gujarat,Kheda,2025-09-30,3.5208200455580867,High
Gujarat,Kheda,2025-10-31,0.5397923875432526,High
Gujarat,Mahesana,2025-04-30,10.127305605786619,High
Gujarat,Mahesana,2025-05-31,36.48110599078341,High
Gujarat,Mahesana,2025-07-31,10.336387208297321,High
Gujarat,Mahesana,2025-09-30,4.033774834437086,High
Gujarat,Mahesana,2025-10-31,0.6310262529832936,High
Gujarat,Mahisagar,2025-04-30,14.182608695652172,High
Gujarat,Mahisagar,2025-06-30,15.42111801242236,High
Gujarat,Mahisagar,2025-07-31,6.047872340425532,High
Gujarat,Mahisagar,2025-09-30,2.914637904468413,High
Gujarat,Mahisagar,2025-10-31,0.28842105263157897,High
Gujarat,Morbi,2025-03-31,37.8056338028169,High
Gujarat,Morbi,2025-04-30,2.163791631084543,High
Gujarat,Morbi,2025-05-31,6.848565965583174,High
Gujarat,Morbi,2025-06-30,2.4949529512403763,High
Gujarat,Morbi,2025-07-31,1.3204665959703075,High
Gujarat,Morbi,2025-09-30,1.873913043478261,High
Gujarat,Morbi,2025-10-31,0.3003412969283277,High
Gujarat,Narmada,2025-09-30,4.365612648221344,High
Gujarat,Narmada,2025-10-31,0.6203389830508476,High
Gujarat,Navsari,2025-04-30,18.64090909090909,High
Gujarat,Navsari,2025-05-31,21.432911392405064,High
Gujarat,Navsari,2025-07-31,18.135408560311284,High
Gujarat,Navsari,2025-09-30,3.9198501872659177,High
Gujarat,Navsari,2025-10-31,1.2645161290322582,High
Gujarat,Panch Mahals,2025-07-31,0.0,Low
Gujarat,Panch Mahals,2025-09-30,1.6937499999999999,High
Gujarat,Panch Mahals,2025-10-31,0.48,High
Gujarat,Panchmahals,2025-04-30,6.644567627494457,High
Gujarat,Panchmahals,2025-05-31,14.752087912087912,High
Gujarat,Panchmahals,2025-09-30,3.870310825294748,High
Gujarat,Panchmahals,2025-10-31,0.2753333333333334,High
Gujarat,Patan,2025-03-31,29.52842105263158,High
Gujarat,Patan,2025-04-30,4.061268781302171,High
Gujarat,Patan,2025-05-31,18.045544554455446,High
Gujarat,Patan,2025-06-30,21.06040268456376,High
Gujarat,Patan,2025-07-31,2.9105046017137415,High
Gujarat,Patan,2025-09-30,2.856329497274379,High
Gujarat,Patan,2025-10-31,0.6153846153846154,High
Gujarat,Porbandar,2025-04-30,6.672206303724928,High
Gujarat,Porbandar,2025-06-30,10.942960288808663,High
Gujarat,Porbandar,2025-07-31,5.504873949579832,High
Gujarat,Porbandar,2025-09-30,3.3348088531187123,High
Gujarat,Porbandar,2025-10-31,0.9060606060606061,High
Gujarat,Rajkot,2025-04-30,7.202846975088968,High
Gujarat,Rajkot,2025-05-31,9.428721174004194,High
Gujarat,Rajkot,2025-06-30,56.33209876543209,High
Gujarat,Rajkot,2025-07-31,4.089343482397716,High
Gujarat,Rajkot,2025-09-30,3.2047163362952835,High
Gujarat,Rajkot,2025-10-31,0.6066465256797584,High
Gujarat,Sabar Kantha,2025-07-31,0.0,Low
Gujarat,Sabar Kantha,2025-09-30,1.7796610169491525,High
Gujarat,Sabar Kantha,2025-10-31,0.8,High
Gujarat,Sabarkantha,2025-04-30,9.187931034482759,High
Gujarat,Sabarkantha,2025-05-31,49.4112676056338,High
Gujarat,Sabarkantha,2025-09-30,3.5840822956145097,High
Gujarat,Sabarkantha,2025-10-31,0.6571428571428571,High
Gujarat,Surat,2025-04-30,5.95,High
Gujarat,Surat,2025-05-31,19.05568982880161,High
Gujarat,Surat,2025-07-31,7.919605142332415,High
Gujarat,Surat,2025-09-30,3.2301951127107404,High
Gujarat,Surat,2025-10-31,0.9214231642694929,High
Gujarat,Surendra Nagar,2025-04-30,10.207871720116618,High
Gujarat,Surendra Nagar,2025-07-31,23.723250564334087,High
Gujarat,Surendra Nagar,2025-09-30,2.204876066639577,High
Gujarat,Surendra Nagar,2025-10-31,0.3179810725552051,High
Gujarat,Surendranagar,2025-07-31,0.0,Low
Gujarat,Surendranagar,2025-09-30,2.495833333333333,High
Gujarat,Surendranagar,2025-10-31,0.33333333333333337,High
Gujarat,Tapi,2025-04-30,37.748387096774195,High
Gujarat,Tapi,2025-09-30,2.358885686839577,High
Gujarat,Tapi,2025-10-31,0.34224598930481287,High
Gujarat,The Dangs,2025-04-30,22.875,High
Gujarat,The Dangs,2025-05-31,11.26896551724138,High
Gujarat,The Dangs,2025-09-30,3.9816933638443937,High
Gujarat,The Dangs,2025-10-31,0.18000000000000002,High
Gujarat,Vadodara,2025-03-31,216.2202247191011,High
Gujarat,Vadodara,2025-04-30,11.045777027027027,High
Gujarat,Vadodara,2025-05-31,66.62926829268292,High
Gujarat,Vadodara,2025-06-30,32.40588235294118,High
Gujarat,Vadodara,2025-07-31,26.547704081632652,High
Gujarat,Vadodara,2025-09-30,3.872068511198946,High
Gujarat,Vadodara,2025-10-31,0.5365225390984362,High
Gujarat,Valsad,2025-04-30,7.437168141592919,High
Gujarat,Valsad,2025-05-31,19.987939698492465,High
Gujarat,Valsad,2025-07-31,9.213990825688073,High
Gujarat,Valsad,2025-09-30,3.027593699076589,High
Gujarat,Valsad,2025-10-31,0.6022883295194509,High
Haryana,Ambala,2025-06-30,19.3508896797153,High
Haryana,Ambala,2025-09-30,5.003513513513513,High
Haryana,Ambala,2025-10-31,0.752,High
Haryana,Bhiwani,2025-09-30,4.690140845070422,High
Haryana,Bhiwani,2025-10-31,0.726923076923077,High
Haryana,Charkhi Dadri,2025-09-30,2.1898039215686276,High
Haryana,Charkhi Dadri,2025-10-31,1.2571428571428571,High
Haryana,Faridabad,2025-03-31,78.49733333333333,High
Haryana,Faridabad,2025-04-30,8.723661270236612,High
Haryana,Faridabad,2025-05-31,5.844914756025867,High
Haryana,Faridabad,2025-06-30,4.07809187279152,High
Haryana,Faridabad,2025-07-31,3.626666666666667,High
Haryana,Faridabad,2025-09-30,3.34758064516129,High
Haryana,Faridabad,2025-10-31,1.1087018544935805,High
Haryana,Fatehabad,2025-09-30,5.924509803921569,High
Haryana,Fatehabad,2025-10-31,0.2603550295857988,High
Haryana,Gurgaon,2025-04-30,13.921329639889198,High
Haryana,Gurgaon,2025-05-31,9.06377245508982,High
Haryana,Gurgaon,2025-09-30,2.6711768050028426,High
Haryana,Gurgaon,2025-10-31,1.3474380165289257,High
Haryana,Gurugram,2025-03-31,0.0,Low
Haryana,Gurugram,2025-06-30,0.0,Low
Haryana,Gurugram,2025-07-31,0.0,Low
Haryana,Hisar,2025-06-30,17.86600985221675,High
