state,district,date_x,lifecycle_friction_score,Lifecycle_Friction,date_y,udr,udr_level,Next_Month_Demand,recommended_action
Delhi,South East Delhi,2025-10-31,2.5600000000000005,High,2025-10-31,6.4,High Dependency,Low Demand,No action required
Delhi,South West Delhi,2025-04-30,26.514666666666667,High,2025-04-30,49.50666666666667,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-04-30,26.514666666666667,High,2025-05-31,38.288011695906434,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-04-30,26.514666666666667,High,2025-06-30,62.02492211838006,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-04-30,26.514666666666667,High,2025-07-31,42.46164772727273,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-04-30,26.514666666666667,High,2025-09-30,6.612558735583084,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-04-30,26.514666666666667,High,2025-10-31,1.159217877094972,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-05-31,20.86432748538012,High,2025-04-30,49.50666666666667,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-05-31,20.86432748538012,High,2025-05-31,38.288011695906434,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-05-31,20.86432748538012,High,2025-06-30,62.02492211838006,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-05-31,20.86432748538012,High,2025-07-31,42.46164772727273,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-05-31,20.86432748538012,High,2025-09-30,6.612558735583084,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-05-31,20.86432748538012,High,2025-10-31,1.159217877094972,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-06-30,34.587538940809964,High,2025-04-30,49.50666666666667,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-06-30,34.587538940809964,High,2025-05-31,38.288011695906434,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-06-30,34.587538940809964,High,2025-06-30,62.02492211838006,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-06-30,34.587538940809964,High,2025-07-31,42.46164772727273,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-06-30,34.587538940809964,High,2025-09-30,6.612558735583084,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-06-30,34.587538940809964,High,2025-10-31,1.159217877094972,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-07-31,22.381818181818183,High,2025-04-30,49.50666666666667,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-07-31,22.381818181818183,High,2025-05-31,38.288011695906434,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-07-31,22.381818181818183,High,2025-06-30,62.02492211838006,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-07-31,22.381818181818183,High,2025-07-31,42.46164772727273,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-07-31,22.381818181818183,High,2025-09-30,6.612558735583084,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-07-31,22.381818181818183,High,2025-10-31,1.159217877094972,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-09-30,3.5978641606151216,High,2025-04-30,49.50666666666667,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-09-30,3.5978641606151216,High,2025-05-31,38.288011695906434,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-09-30,3.5978641606151216,High,2025-06-30,62.02492211838006,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-09-30,3.5978641606151216,High,2025-07-31,42.46164772727273,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-09-30,3.5978641606151216,High,2025-09-30,6.612558735583084,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-09-30,3.5978641606151216,High,2025-10-31,1.159217877094972,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-10-31,0.4636871508379889,High,2025-04-30,49.50666666666667,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-10-31,0.4636871508379889,High,2025-05-31,38.288011695906434,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-10-31,0.4636871508379889,High,2025-06-30,62.02492211838006,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-10-31,0.4636871508379889,High,2025-07-31,42.46164772727273,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-10-31,0.4636871508379889,High,2025-09-30,6.612558735583084,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,South West Delhi,2025-10-31,0.4636871508379889,High,2025-10-31,1.159217877094972,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-03-31,83.89155844155844,High,2025-03-31,170.31493506493507,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-03-31,83.89155844155844,High,2025-04-30,34.48397435897436,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-03-31,83.89155844155844,High,2025-05-31,13.532755298651251,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-03-31,83.89155844155844,High,2025-06-30,11.27506213753107,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-03-31,83.89155844155844,High,2025-07-31,8.409753363228699,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-03-31,83.89155844155844,High,2025-09-30,6.590771558245083,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-03-31,83.89155844155844,High,2025-10-31,2.4613180515759314,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-04-30,17.619017094017096,High,2025-03-31,170.31493506493507,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-04-30,17.619017094017096,High,2025-04-30,34.48397435897436,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-04-30,17.619017094017096,High,2025-05-31,13.532755298651251,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-04-30,17.619017094017096,High,2025-06-30,11.27506213753107,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-04-30,17.619017094017096,High,2025-07-31,8.409753363228699,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-04-30,17.619017094017096,High,2025-09-30,6.590771558245083,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-04-30,17.619017094017096,High,2025-10-31,2.4613180515759314,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-05-31,7.851156069364161,High,2025-03-31,170.31493506493507,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-05-31,7.851156069364161,High,2025-04-30,34.48397435897436,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-05-31,7.851156069364161,High,2025-05-31,13.532755298651251,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-05-31,7.851156069364161,High,2025-06-30,11.27506213753107,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-05-31,7.851156069364161,High,2025-07-31,8.409753363228699,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-05-31,7.851156069364161,High,2025-09-30,6.590771558245083,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-05-31,7.851156069364161,High,2025-10-31,2.4613180515759314,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-06-30,6.094531897265949,High,2025-03-31,170.31493506493507,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-06-30,6.094531897265949,High,2025-04-30,34.48397435897436,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-06-30,6.094531897265949,High,2025-05-31,13.532755298651251,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-06-30,6.094531897265949,High,2025-06-30,11.27506213753107,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-06-30,6.094531897265949,High,2025-07-31,8.409753363228699,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-06-30,6.094531897265949,High,2025-09-30,6.590771558245083,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-06-30,6.094531897265949,High,2025-10-31,2.4613180515759314,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-07-31,4.212144992526158,High,2025-03-31,170.31493506493507,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-07-31,4.212144992526158,High,2025-04-30,34.48397435897436,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-07-31,4.212144992526158,High,2025-05-31,13.532755298651251,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-07-31,4.212144992526158,High,2025-06-30,11.27506213753107,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-07-31,4.212144992526158,High,2025-07-31,8.409753363228699,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-07-31,4.212144992526158,High,2025-09-30,6.590771558245083,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-07-31,4.212144992526158,High,2025-10-31,2.4613180515759314,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-09-30,3.6316187594553706,High,2025-03-31,170.31493506493507,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-09-30,3.6316187594553706,High,2025-04-30,34.48397435897436,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-09-30,3.6316187594553706,High,2025-05-31,13.532755298651251,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-09-30,3.6316187594553706,High,2025-06-30,11.27506213753107,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-09-30,3.6316187594553706,High,2025-07-31,8.409753363228699,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-09-30,3.6316187594553706,High,2025-09-30,6.590771558245083,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-09-30,3.6316187594553706,High,2025-10-31,2.4613180515759314,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-10-31,0.9845272206303726,High,2025-03-31,170.31493506493507,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-10-31,0.9845272206303726,High,2025-04-30,34.48397435897436,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-10-31,0.9845272206303726,High,2025-05-31,13.532755298651251,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-10-31,0.9845272206303726,High,2025-06-30,11.27506213753107,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-10-31,0.9845272206303726,High,2025-07-31,8.409753363228699,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-10-31,0.9845272206303726,High,2025-09-30,6.590771558245083,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Delhi,West Delhi,2025-10-31,0.9845272206303726,High,2025-10-31,2.4613180515759314,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Goa,Bardez,2025-09-30,7.999999999999999,High,2025-09-30,14.0,High Dependency,Low Demand,No action required
Goa,North Goa,2025-07-31,60.54285714285714,High,2025-07-31,100.9047619047619,High Dependency,Medium Demand,Extend working hours
Goa,North Goa,2025-07-31,60.54285714285714,High,2025-09-30,7.686770428015564,High Dependency,Medium Demand,Extend working hours
Goa,North Goa,2025-07-31,60.54285714285714,High,2025-10-31,3.0135135135135136,High Dependency,Medium Demand,Extend working hours
Goa,North Goa,2025-09-30,4.106225680933852,High,2025-07-31,100.9047619047619,High Dependency,Medium Demand,Extend working hours
Goa,North Goa,2025-09-30,4.106225680933852,High,2025-09-30,7.686770428015564,High Dependency,Medium Demand,Extend working hours
Goa,North Goa,2025-09-30,4.106225680933852,High,2025-10-31,3.0135135135135136,High Dependency,Medium Demand,Extend working hours
Goa,North Goa,2025-10-31,1.2054054054054055,High,2025-07-31,100.9047619047619,High Dependency,Medium Demand,Extend working hours
Goa,North Goa,2025-10-31,1.2054054054054055,High,2025-09-30,7.686770428015564,High Dependency,Medium Demand,Extend working hours
Goa,North Goa,2025-10-31,1.2054054054054055,High,2025-10-31,3.0135135135135136,High Dependency,Medium Demand,Extend working hours
Goa,South Goa,2025-09-30,4.673389355742296,High,2025-09-30,8.88795518207283,High Dependency,Medium Demand,Extend working hours
Goa,South Goa,2025-09-30,4.673389355742296,High,2025-10-31,2.0381679389312977,High Dependency,Medium Demand,Extend working hours
Goa,South Goa,2025-10-31,0.8152671755725192,High,2025-09-30,8.88795518207283,High Dependency,Medium Demand,Extend working hours
Goa,South Goa,2025-10-31,0.8152671755725192,High,2025-10-31,2.0381679389312977,High Dependency,Medium Demand,Extend working hours
Gujarat,Ahmadabad,2025-06-30,0.8375510204081633,High,2025-06-30,1.3959183673469389,Medium Dependency,Low Demand,No action required
Gujarat,Ahmadabad,2025-06-30,0.8375510204081633,High,2025-07-31,0.2397413024085637,Low Dependency,Low Demand,No action required
Gujarat,Ahmadabad,2025-06-30,0.8375510204081633,High,2025-09-30,8.202312138728324,High Dependency,Low Demand,No action required
Gujarat,Ahmadabad,2025-06-30,0.8375510204081633,High,2025-10-31,1.2470588235294118,Medium Dependency,Low Demand,No action required
Gujarat,Ahmadabad,2025-07-31,0.1438447814451382,High,2025-06-30,1.3959183673469389,Medium Dependency,Low Demand,No action required
Gujarat,Ahmadabad,2025-07-31,0.1438447814451382,High,2025-07-31,0.2397413024085637,Low Dependency,Low Demand,No action required
Gujarat,Ahmadabad,2025-07-31,0.1438447814451382,High,2025-09-30,8.202312138728324,High Dependency,Low Demand,No action required
Gujarat,Ahmadabad,2025-07-31,0.1438447814451382,High,2025-10-31,1.2470588235294118,Medium Dependency,Low Demand,No action required
Gujarat,Ahmadabad,2025-09-30,4.513294797687861,High,2025-06-30,1.3959183673469389,Medium Dependency,Low Demand,No action required
Gujarat,Ahmadabad,2025-09-30,4.513294797687861,High,2025-07-31,0.2397413024085637,Low Dependency,Low Demand,No action required
Gujarat,Ahmadabad,2025-09-30,4.513294797687861,High,2025-09-30,8.202312138728324,High Dependency,Low Demand,No action required
Gujarat,Ahmadabad,2025-09-30,4.513294797687861,High,2025-10-31,1.2470588235294118,Medium Dependency,Low Demand,No action required
Gujarat,Ahmadabad,2025-10-31,0.4988235294117647,High,2025-06-30,1.3959183673469389,Medium Dependency,Low Demand,No action required
Gujarat,Ahmadabad,2025-10-31,0.4988235294117647,High,2025-07-31,0.2397413024085637,Low Dependency,Low Demand,No action required
Gujarat,Ahmadabad,2025-10-31,0.4988235294117647,High,2025-09-30,8.202312138728324,High Dependency,Low Demand,No action required
Gujarat,Ahmadabad,2025-10-31,0.4988235294117647,High,2025-10-31,1.2470588235294118,Medium Dependency,Low Demand,No action required
Gujarat,Ahmedabad,2025-04-30,252.18852459016392,High,2025-04-30,442.4344262295082,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-04-30,252.18852459016392,High,2025-05-31,60.39416666666666,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-04-30,252.18852459016392,High,2025-07-31,85.00486618004867,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-04-30,252.18852459016392,High,2025-09-30,7.122789621550157,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-04-30,252.18852459016392,High,2025-10-31,1.486563750714694,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-05-31,34.957,High,2025-04-30,442.4344262295082,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-05-31,34.957,High,2025-05-31,60.39416666666666,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-05-31,34.957,High,2025-07-31,85.00486618004867,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-05-31,34.957,High,2025-09-30,7.122789621550157,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-05-31,34.957,High,2025-10-31,1.486563750714694,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-07-31,49.98856447688564,High,2025-04-30,442.4344262295082,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-07-31,49.98856447688564,High,2025-05-31,60.39416666666666,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-07-31,49.98856447688564,High,2025-07-31,85.00486618004867,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-07-31,49.98856447688564,High,2025-09-30,7.122789621550157,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-07-31,49.98856447688564,High,2025-10-31,1.486563750714694,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-09-30,3.8865642042637583,High,2025-04-30,442.4344262295082,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-09-30,3.8865642042637583,High,2025-05-31,60.39416666666666,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-09-30,3.8865642042637583,High,2025-07-31,85.00486618004867,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-09-30,3.8865642042637583,High,2025-09-30,7.122789621550157,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-09-30,3.8865642042637583,High,2025-10-31,1.486563750714694,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-10-31,0.5946255002858777,High,2025-04-30,442.4344262295082,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-10-31,0.5946255002858777,High,2025-05-31,60.39416666666666,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-10-31,0.5946255002858777,High,2025-07-31,85.00486618004867,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-10-31,0.5946255002858777,High,2025-09-30,7.122789621550157,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Ahmedabad,2025-10-31,0.5946255002858777,High,2025-10-31,1.486563750714694,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Gujarat,Amreli,2025-04-30,18.84453781512605,High,2025-04-30,31.407563025210084,High Dependency,Medium Demand,Extend working hours
Gujarat,Amreli,2025-04-30,18.84453781512605,High,2025-07-31,15.296488946684006,High Dependency,Medium Demand,Extend working hours
Gujarat,Amreli,2025-04-30,18.84453781512605,High,2025-09-30,6.466204506065858,High Dependency,Medium Demand,Extend working hours
Gujarat,Amreli,2025-04-30,18.84453781512605,High,2025-10-31,1.5698529411764706,High Dependency,Medium Demand,Extend working hours
Gujarat,Amreli,2025-07-31,9.177893368010404,High,2025-04-30,31.407563025210084,High Dependency,Medium Demand,Extend working hours
Gujarat,Amreli,2025-07-31,9.177893368010404,High,2025-07-31,15.296488946684006,High Dependency,Medium Demand,Extend working hours
Gujarat,Amreli,2025-07-31,9.177893368010404,High,2025-09-30,6.466204506065858,High Dependency,Medium Demand,Extend working hours
Gujarat,Amreli,2025-07-31,9.177893368010404,High,2025-10-31,1.5698529411764706,High Dependency,Medium Demand,Extend working hours
Gujarat,Amreli,2025-09-30,3.567071057192374,High,2025-04-30,31.407563025210084,High Dependency,Medium Demand,Extend working hours
Gujarat,Amreli,2025-09-30,3.567071057192374,High,2025-07-31,15.296488946684006,High Dependency,Medium Demand,Extend working hours
Gujarat,Amreli,2025-09-30,3.567071057192374,High,2025-09-30,6.466204506065858,High Dependency,Medium Demand,Extend working hours
Gujarat,Amreli,2025-09-30,3.567071057192374,High,2025-10-31,1.5698529411764706,High Dependency,Medium Demand,Extend working hours
Gujarat,Amreli,2025-10-31,0.6279411764705882,High,2025-04-30,31.407563025210084,High Dependency,Medium Demand,Extend working hours
Gujarat,Amreli,2025-10-31,0.6279411764705882,High,2025-07-31,15.296488946684006,High Dependency,Medium Demand,Extend working hours
Gujarat,Amreli,2025-10-31,0.6279411764705882,High,2025-09-30,6.466204506065858,High Dependency,Medium Demand,Extend working hours
Gujarat,Amreli,2025-10-31,0.6279411764705882,High,2025-10-31,1.5698529411764706,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-04-30,34.573443983402484,High,2025-04-30,57.62240663900415,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-04-30,34.573443983402484,High,2025-05-31,115.3076923076923,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-04-30,34.573443983402484,High,2025-06-30,66.76419213973799,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-04-30,34.573443983402484,High,2025-07-31,18.88999098286745,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-04-30,34.573443983402484,High,2025-09-30,6.668678003291278,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-04-30,34.573443983402484,High,2025-10-31,0.9748549323017408,Medium Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-05-31,69.18461538461538,High,2025-04-30,57.62240663900415,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-05-31,69.18461538461538,High,2025-05-31,115.3076923076923,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-05-31,69.18461538461538,High,2025-06-30,66.76419213973799,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-05-31,69.18461538461538,High,2025-07-31,18.88999098286745,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-05-31,69.18461538461538,High,2025-09-30,6.668678003291278,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-05-31,69.18461538461538,High,2025-10-31,0.9748549323017408,Medium Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-06-30,40.05851528384279,High,2025-04-30,57.62240663900415,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-06-30,40.05851528384279,High,2025-05-31,115.3076923076923,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-06-30,40.05851528384279,High,2025-06-30,66.76419213973799,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-06-30,40.05851528384279,High,2025-07-31,18.88999098286745,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-06-30,40.05851528384279,High,2025-09-30,6.668678003291278,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-06-30,40.05851528384279,High,2025-10-31,0.9748549323017408,Medium Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-07-31,11.333994589720469,High,2025-04-30,57.62240663900415,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-07-31,11.333994589720469,High,2025-05-31,115.3076923076923,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-07-31,11.333994589720469,High,2025-06-30,66.76419213973799,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-07-31,11.333994589720469,High,2025-07-31,18.88999098286745,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-07-31,11.333994589720469,High,2025-09-30,6.668678003291278,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-07-31,11.333994589720469,High,2025-10-31,0.9748549323017408,Medium Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-09-30,3.6898518924849135,High,2025-04-30,57.62240663900415,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-09-30,3.6898518924849135,High,2025-05-31,115.3076923076923,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-09-30,3.6898518924849135,High,2025-06-30,66.76419213973799,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-09-30,3.6898518924849135,High,2025-07-31,18.88999098286745,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-09-30,3.6898518924849135,High,2025-09-30,6.668678003291278,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-09-30,3.6898518924849135,High,2025-10-31,0.9748549323017408,Medium Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-10-31,0.3899419729206963,High,2025-04-30,57.62240663900415,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-10-31,0.3899419729206963,High,2025-05-31,115.3076923076923,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-10-31,0.3899419729206963,High,2025-06-30,66.76419213973799,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-10-31,0.3899419729206963,High,2025-07-31,18.88999098286745,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-10-31,0.3899419729206963,High,2025-09-30,6.668678003291278,High Dependency,Medium Demand,Extend working hours
Gujarat,Anand,2025-10-31,0.3899419729206963,High,2025-10-31,0.9748549323017408,Medium Dependency,Medium Demand,Extend working hours
Gujarat,Arvalli,2025-04-30,9.433980582524272,High,2025-04-30,15.723300970873789,High Dependency,Low Demand,No action required
Gujarat,Arvalli,2025-04-30,9.433980582524272,High,2025-07-31,10.437603993344426,High Dependency,Low Demand,No action required
Gujarat,Arvalli,2025-04-30,9.433980582524272,High,2025-09-30,5.41554054054054,High Dependency,Low Demand,No action required
Gujarat,Arvalli,2025-04-30,9.433980582524272,High,2025-10-31,0.7591240875912408,Medium Dependency,Low Demand,No action required
Gujarat,Arvalli,2025-07-31,6.262562396006656,High,2025-04-30,15.723300970873789,High Dependency,Low Demand,No action required
Gujarat,Arvalli,2025-07-31,6.262562396006656,High,2025-07-31,10.437603993344426,High Dependency,Low Demand,No action required
Gujarat,Arvalli,2025-07-31,6.262562396006656,High,2025-09-30,5.41554054054054,High Dependency,Low Demand,No action required
Gujarat,Arvalli,2025-07-31,6.262562396006656,High,2025-10-31,0.7591240875912408,Medium Dependency,Low Demand,No action required
