state,district,date,pincode,bio_age_5_17,bio_age_17_
Haryana,Karnal,2025-07-31,1980867,4948,8595
Haryana,Karnal,2025-09-30,32882448,3347,4779
Haryana,Kurukshetra,2025-03-31,1633382,2920,6507
Haryana,Kurukshetra,2025-04-30,1633382,3786,7221
Haryana,Kurukshetra,2025-05-31,1633382,2344,5548
Haryana,Kurukshetra,2025-06-30,1633382,1835,4571
Haryana,Kurukshetra,2025-07-31,1633382,3237,6680
Haryana,Kurukshetra,2025-09-30,28039096,2521,3502
Haryana,Mahendragarh,2025-03-31,984187,1721,3292
Haryana,Mahendragarh,2025-04-30,984187,1964,3058
Haryana,Mahendragarh,2025-05-31,984187,1634,3057
Haryana,Mahendragarh,2025-06-30,984187,2014,3895
Haryana,Mahendragarh,2025-07-31,984187,2935,4297
Haryana,Mahendragarh,2025-09-30,17100237,2047,2228
Haryana,Mewat,2025-03-31,733035,2592,2905
Haryana,Mewat,2025-04-30,733035,3161,3057
Haryana,Mewat,2025-05-31,733035,3067,3114
Haryana,Mewat,2025-06-30,733035,1693,2673
Haryana,Mewat,2025-07-31,733035,4982,4347
Haryana,Mewat,2025-09-30,12584410,7237,3390
Haryana,Palwal,2025-03-31,726527,2662,3033
Haryana,Palwal,2025-04-30,726527,3238,3004
Haryana,Palwal,2025-05-31,726527,2611,3067
Haryana,Palwal,2025-06-30,726527,2259,2960
Haryana,Palwal,2025-07-31,726527,4518,4423
Haryana,Palwal,2025-09-30,12108744,3422,2911
Haryana,Panchkula,2025-03-31,2144433,1692,2763
Haryana,Panchkula,2025-04-30,2278548,2927,2847
Haryana,Panchkula,2025-05-31,2144431,1714,2447
Haryana,Panchkula,2025-06-30,2144431,1639,2502
Haryana,Panchkula,2025-07-31,2144347,3676,3000
Haryana,Panchkula,2025-09-30,32436032,1263,925
Haryana,Panipat,2025-03-31,1585365,3293,6275
Haryana,Panipat,2025-04-30,1585365,4142,6815
Haryana,Panipat,2025-05-31,1585365,2801,5034
Haryana,Panipat,2025-06-30,1585365,2659,5265
Haryana,Panipat,2025-07-31,1585365,6233,7343
Haryana,Panipat,2025-09-30,27215436,2671,3699
Haryana,Rewari,2025-03-31,1847104,2125,3098
Haryana,Rewari,2025-04-30,1847104,2301,2505
Haryana,Rewari,2025-05-31,1847104,1794,2565
Haryana,Rewari,2025-06-30,1846797,2229,3198
Haryana,Rewari,2025-07-31,1847104,5961,4447
Haryana,Rewari,2025-09-30,32134973,2837,1683
Haryana,Rohtak,2025-03-31,2112648,2767,7186
Haryana,Rohtak,2025-04-30,2112648,3730,7672
Haryana,Rohtak,2025-05-31,2112648,2482,6085
Haryana,Rohtak,2025-06-30,1988446,2529,6054
Haryana,Rohtak,2025-07-31,2112648,3841,7321
Haryana,Rohtak,2025-09-30,33924034,2657,3526
Haryana,Sirsa,2025-03-31,1751254,4013,7036
Haryana,Sirsa,2025-04-30,1751254,5800,6490
Haryana,Sirsa,2025-05-31,1751254,3439,6291
Haryana,Sirsa,2025-06-30,1751254,2761,6714
Haryana,Sirsa,2025-07-31,1751254,8429,8958
Haryana,Sirsa,2025-09-30,29521306,3627,3319
Haryana,Sonipat,2025-03-31,2754660,3831,6795
Haryana,Sonipat,2025-04-30,2754660,4858,7654
Haryana,Sonipat,2025-05-31,2754660,3382,6491
Haryana,Sonipat,2025-06-30,2754660,3162,6040
Haryana,Sonipat,2025-07-31,2754660,5043,7310
Haryana,Sonipat,2025-09-30,47352769,3523,3216
Haryana,Yamuna Nagar,2025-03-31,1881392,3318,6573
Haryana,Yamuna Nagar,2025-04-30,1881392,4556,7155
Haryana,Yamuna Nagar,2025-05-31,1748287,3222,6665
Haryana,Yamuna Nagar,2025-06-30,1881392,2757,6000
Haryana,Yamuna Nagar,2025-07-31,1881392,5531,8483
Haryana,Yamuna Nagar,2025-09-30,29983941,3017,4035
Haryana,Yamunanagar,2025-03-31,135001,14,90
Haryana,Yamunanagar,2025-04-30,135001,21,82
Haryana,Yamunanagar,2025-06-30,135001,13,75
Haryana,Yamunanagar,2025-07-31,135001,10,89
Haryana,Yamunanagar,2025-09-30,4856913,12,74
Himachal Pradesh,Bilaspur,2025-03-31,4176955,1055,1907
Himachal Pradesh,Bilaspur,2025-04-30,4176962,1174,1738
Himachal Pradesh,Bilaspur,2025-05-31,4002938,543,1318
Himachal Pradesh,Bilaspur,2025-06-30,4002947,589,1383
Himachal Pradesh,Bilaspur,2025-07-31,4176962,903,1983
Himachal Pradesh,Bilaspur,2025-09-30,62305040,590,1029
Himachal Pradesh,Chamba,2025-03-31,3878781,1764,3313
Himachal Pradesh,Chamba,2025-04-30,3702477,1806,2724
Himachal Pradesh,Chamba,2025-05-31,3702469,930,2000
Himachal Pradesh,Chamba,2025-06-30,3526152,807,2119
Himachal Pradesh,Chamba,2025-07-31,3878781,1018,2538
Himachal Pradesh,Chamba,2025-09-30,54302605,1282,918
Himachal Pradesh,Hamirpur,2025-03-31,7059345,1325,2008
Himachal Pradesh,Hamirpur,2025-04-30,7233911,1100,1609
Himachal Pradesh,Hamirpur,2025-05-31,4054658,586,1034
Himachal Pradesh,Hamirpur,2025-06-30,6348484,940,1484
Himachal Pradesh,Hamirpur,2025-07-31,6528577,961,1960
Himachal Pradesh,Hamirpur,2025-09-30,105345495,980,1033
Himachal Pradesh,Kangra,2025-03-31,16039721,5235,7358
Himachal Pradesh,Kangra,2025-04-30,15511224,4415,5920
Himachal Pradesh,Kangra,2025-05-31,14276353,2600,4361
Himachal Pradesh,Kangra,2025-06-30,15159919,2931,5645
Himachal Pradesh,Kangra,2025-07-31,15863365,3666,7112
Himachal Pradesh,Kangra,2025-09-30,231254843,3218,3415
Himachal Pradesh,Kinnaur,2025-03-31,1548984,145,250
Himachal Pradesh,Kinnaur,2025-04-30,2065304,287,300
Himachal Pradesh,Kinnaur,2025-05-31,1204769,127,207
Himachal Pradesh,Kinnaur,2025-06-30,1548973,154,235
Himachal Pradesh,Kinnaur,2025-07-31,1721091,262,587
Himachal Pradesh,Kinnaur,2025-09-30,21685629,125,117
Himachal Pradesh,Kullu,2025-03-31,4353444,1231,1459
Himachal Pradesh,Kullu,2025-04-30,4356347,1709,1677
Himachal Pradesh,Kullu,2025-05-31,3308703,667,1074
Himachal Pradesh,Kullu,2025-06-30,3308706,802,1312
Himachal Pradesh,Kullu,2025-07-31,4009192,874,1504
Himachal Pradesh,Kullu,2025-09-30,42640143,269,496
Himachal Pradesh,Lahaul & Spiti,2025-09-30,1032684,1,5
Himachal Pradesh,Lahul & Spiti,2025-06-30,522398,101,103
Himachal Pradesh,Lahul & Spiti,2025-07-31,347256,32,22
Himachal Pradesh,Lahul & Spiti,2025-09-30,15426019,49,115
Himachal Pradesh,Mandi,2025-03-31,9269161,3777,4936
Himachal Pradesh,Mandi,2025-04-30,9620335,3982,4865
Himachal Pradesh,Mandi,2025-05-31,8398382,1730,3266
Himachal Pradesh,Mandi,2025-06-30,9095856,2063,4644
Himachal Pradesh,Mandi,2025-07-31,9095113,2371,5364
Himachal Pradesh,Mandi,2025-09-30,133818433,1372,2819
Himachal Pradesh,Shimla,2025-03-31,8227001,2185,2872
Himachal Pradesh,Shimla,2025-04-30,8226190,2046,3224
Himachal Pradesh,Shimla,2025-05-31,6854419,1060,2141
Himachal Pradesh,Shimla,2025-06-30,6683141,1211,2383
Himachal Pradesh,Shimla,2025-07-31,8567595,1894,3087
Himachal Pradesh,Shimla,2025-09-30,113785554,978,1437
Himachal Pradesh,Sirmaur,2025-03-31,2940159,2804,3382
Himachal Pradesh,Sirmaur,2025-04-30,2767131,2605,2609
Himachal Pradesh,Sirmaur,2025-05-31,2249859,1182,1518
Himachal Pradesh,Sirmaur,2025-06-30,2421085,1368,2065
Himachal Pradesh,Sirmaur,2025-07-31,2421085,1516,2431
Himachal Pradesh,Sirmaur,2025-09-30,40478671,812,1167
Himachal Pradesh,Solan,2025-03-31,4330951,1705,2383
Himachal Pradesh,Solan,2025-04-30,4157732,1911,2610
Himachal Pradesh,Solan,2025-05-31,3464866,1152,2021
Himachal Pradesh,Solan,2025-06-30,3464878,1262,2218
Himachal Pradesh,Solan,2025-07-31,3811311,1716,2760
Himachal Pradesh,Solan,2025-09-30,57518452,821,1202
Himachal Pradesh,Una,2025-03-31,5632047,1841,2517
Himachal Pradesh,Una,2025-04-30,5632213,1577,2153
Himachal Pradesh,Una,2025-05-31,4574659,844,1693
Himachal Pradesh,Una,2025-06-30,4575033,1082,2038
Himachal Pradesh,Una,2025-07-31,5454849,1635,2218
Himachal Pradesh,Una,2025-09-30,83451942,1111,1477
Jammu & Kashmir,Anantnag,2025-03-31,2690596,2053,3228
Jammu & Kashmir,Anantnag,2025-04-30,2690596,2036,2874
Jammu & Kashmir,Anantnag,2025-05-31,2690596,2647,2361
Jammu & Kashmir,Anantnag,2025-06-30,2690596,2254,2342
Jammu & Kashmir,Anantnag,2025-07-31,2690596,2813,3012
Jammu & Kashmir,Anantnag,2025-09-30,41127698,1267,1283
Jammu & Kashmir,Badgam,2025-03-31,960148,439,1593
Jammu & Kashmir,Badgam,2025-04-30,960148,443,1317
Jammu & Kashmir,Badgam,2025-05-31,1152269,550,987
Jammu & Kashmir,Badgam,2025-06-30,960148,638,946
Jammu & Kashmir,Badgam,2025-07-31,1152269,506,1387
Jammu & Kashmir,Badgam,2025-09-30,20711175,325,599
Jammu & Kashmir,Bandipore,2025-03-31,967131,866,1736
Jammu & Kashmir,Bandipore,2025-04-30,967131,959,1732
Jammu & Kashmir,Bandipore,2025-05-31,967131,1156,1116
Jammu & Kashmir,Bandipore,2025-06-30,967131,922,910
Jammu & Kashmir,Bandipore,2025-07-31,967131,1696,1428
Jammu & Kashmir,Bandipore,2025-09-30,15861484,797,591
Jammu & Kashmir,Baramula,2025-03-31,2898606,2703,5195
Jammu & Kashmir,Baramula,2025-04-30,2705385,2983,5486
Jammu & Kashmir,Baramula,2025-05-31,2705385,2233,3890
Jammu & Kashmir,Baramula,2025-06-30,2705385,1966,3575
Jammu & Kashmir,Baramula,2025-07-31,2705385,3395,5086
Jammu & Kashmir,Baramula,2025-09-30,51199742,2243,2318
Jammu & Kashmir,Budgam,2025-03-31,1342287,1447,949
Jammu & Kashmir,Budgam,2025-04-30,1342287,1571,832
Jammu & Kashmir,Budgam,2025-05-31,1342287,2067,553
Jammu & Kashmir,Budgam,2025-06-30,1342287,2911,520
Jammu & Kashmir,Budgam,2025-07-31,1342287,2105,682
Jammu & Kashmir,Budgam,2025-09-30,20902514,1231,222
Jammu & Kashmir,Doda,2025-03-31,2003982,1793,2846
Jammu & Kashmir,Doda,2025-04-30,1821833,1753,2224
Jammu & Kashmir,Doda,2025-05-31,1821834,1938,1969
Jammu & Kashmir,Doda,2025-06-30,1457485,2047,1697
Jammu & Kashmir,Doda,2025-07-31,2003922,2175,2235
Jammu & Kashmir,Doda,2025-09-30,32974876,437,580
Jammu & Kashmir,Ganderbal,2025-03-31,957044,668,1163
Jammu & Kashmir,Ganderbal,2025-04-30,957044,747,1071
Jammu & Kashmir,Ganderbal,2025-05-31,957044,572,798
Jammu & Kashmir,Ganderbal,2025-06-30,957044,412,714
Jammu & Kashmir,Ganderbal,2025-07-31,957044,672,904
Jammu & Kashmir,Ganderbal,2025-09-30,14537510,382,357
Jammu & Kashmir,Jammu,2025-03-31,7057929,3883,7915
Jammu & Kashmir,Jammu,2025-04-30,7063063,3161,7006
Jammu & Kashmir,Jammu,2025-05-31,7061939,3268,6010
Jammu & Kashmir,Jammu,2025-06-30,7063065,4173,6560
Jammu & Kashmir,Jammu,2025-07-31,7063063,4818,8585
Jammu & Kashmir,Jammu,2025-09-30,125049845,2954,4066
Jammu & Kashmir,Kargil,2025-03-31,1165022,204,165
Jammu & Kashmir,Kargil,2025-04-30,1165022,214,148
Jammu & Kashmir,Kargil,2025-05-31,970913,86,103
Jammu & Kashmir,Kargil,2025-06-30,582514,40,66
Jammu & Kashmir,Kargil,2025-07-31,776615,61,133
Jammu & Kashmir,Kargil,2025-09-30,15728996,392,68
Jammu & Kashmir,Kathua,2025-03-31,2946549,1736,2985
Jammu & Kashmir,Kathua,2025-04-30,2946549,1919,2406
Jammu & Kashmir,Kathua,2025-05-31,2946549,2143,1970
Jammu & Kashmir,Kathua,2025-06-30,2946549,3136,2091
Jammu & Kashmir,Kathua,2025-07-31,2946549,3107,2477
Jammu & Kashmir,Kathua,2025-09-30,46960234,1265,988
Jammu & Kashmir,Kishtwar,2025-03-31,546612,1049,1570
Jammu & Kashmir,Kishtwar,2025-04-30,546612,1440,1223
Jammu & Kashmir,Kishtwar,2025-05-31,546612,1890,1547
Jammu & Kashmir,Kishtwar,2025-06-30,546612,1359,1237
Jammu & Kashmir,Kishtwar,2025-07-31,546612,1672,1403
Jammu & Kashmir,Kishtwar,2025-09-30,9292521,482,443
Jammu & Kashmir,Kulgam,2025-03-31,768786,1420,2071
Jammu & Kashmir,Kulgam,2025-04-30,768786,1461,1971
Jammu & Kashmir,Kulgam,2025-05-31,768786,1479,1398
Jammu & Kashmir,Kulgam,2025-06-30,768786,1730,1585
Jammu & Kashmir,Kulgam,2025-07-31,576684,1947,1814
Jammu & Kashmir,Kulgam,2025-09-30,11532060,881,488
Jammu & Kashmir,Kupwara,2025-03-31,1352720,1999,3376
Jammu & Kashmir,Kupwara,2025-04-30,1352720,3485,4378
Jammu & Kashmir,Kupwara,2025-05-31,1352720,2283,2807
Jammu & Kashmir,Kupwara,2025-06-30,1352720,2411,2605
Jammu & Kashmir,Kupwara,2025-07-31,1352720,4136,4199
Jammu & Kashmir,Kupwara,2025-09-30,21643203,1403,1639
Jammu & Kashmir,Leh,2025-03-31,970913,203,152
Jammu & Kashmir,Leh,2025-04-30,776809,132,120
Jammu & Kashmir,Leh,2025-05-31,388502,73,56
Jammu & Kashmir,Leh,2025-06-30,388502,53,80
Jammu & Kashmir,Leh,2025-07-31,776809,77,123
Jammu & Kashmir,Leh,2025-09-30,13011778,316,73
Jammu & Kashmir,Leh (ladakh),2025-09-30,388202,1,1
Jammu & Kashmir,Pulwama,2025-03-31,2304516,885,1881
Jammu & Kashmir,Pulwama,2025-04-30,1728988,1034,1643
Jammu & Kashmir,Pulwama,2025-05-31,2112392,1112,1397
Jammu & Kashmir,Pulwama,2025-06-30,1728988,1015,1201
Jammu & Kashmir,Pulwama,2025-07-31,2112392,1755,1843
Jammu & Kashmir,Pulwama,2025-09-30,27654833,498,644
Jammu & Kashmir,Punch,2025-03-31,740435,2451,4790
Jammu & Kashmir,Punch,2025-04-30,740435,2567,3272
Jammu & Kashmir,Punch,2025-05-31,740435,1537,1698
Jammu & Kashmir,Punch,2025-06-30,740435,1937,1960
Jammu & Kashmir,Punch,2025-07-31,740435,2688,2572
Jammu & Kashmir,Punch,2025-09-30,12772555,997,985
Jammu & Kashmir,Rajauri,2025-09-30,370368,0,2
Jammu & Kashmir,Rajouri,2025-03-31,2407216,2947,5630
Jammu & Kashmir,Rajouri,2025-04-30,2407216,2419,3783
Jammu & Kashmir,Rajouri,2025-05-31,2407216,2079,2244
Jammu & Kashmir,Rajouri,2025-06-30,2407216,2381,2317
Jammu & Kashmir,Rajouri,2025-07-31,2407216,2736,3217
Jammu & Kashmir,Rajouri,2025-09-30,37774413,1576,1434
Jammu & Kashmir,Ramban,2025-03-31,910726,1146,1352
Jammu & Kashmir,Ramban,2025-04-30,910726,1350,1381
Jammu & Kashmir,Ramban,2025-05-31,910726,1728,996
Jammu & Kashmir,Ramban,2025-06-30,910726,1396,865
Jammu & Kashmir,Ramban,2025-07-31,910726,1701,1036
Jammu & Kashmir,Ramban,2025-09-30,14753768,734,285
Jammu & Kashmir,Reasi,2025-03-31,1461219,1251,2395
Jammu & Kashmir,Reasi,2025-04-30,1461219,1158,1480
Jammu & Kashmir,Reasi,2025-05-31,1461219,1873,1309
Jammu & Kashmir,Reasi,2025-06-30,1461219,1661,1163
Jammu & Kashmir,Reasi,2025-07-31,1461219,1805,1339
Jammu & Kashmir,Reasi,2025-09-30,22289340,719,468
Jammu & Kashmir,Samba,2025-03-31,1461089,529,825
Jammu & Kashmir,Samba,2025-04-30,1461089,575,615
Jammu & Kashmir,Samba,2025-05-31,1276944,462,493
Jammu & Kashmir,Samba,2025-06-30,1461089,594,528
Jammu & Kashmir,Samba,2025-07-31,1461089,640,684
Jammu & Kashmir,Samba,2025-09-30,21738815,448,268
Jammu & Kashmir,Shupiyan,2025-03-31,192303,693,1169
Jammu & Kashmir,Shupiyan,2025-04-30,192303,678,886
Jammu & Kashmir,Shupiyan,2025-05-31,192303,810,733
Jammu & Kashmir,Shupiyan,2025-06-30,192303,1133,961
Jammu & Kashmir,Shupiyan,2025-07-31,192303,1266,1025
Jammu & Kashmir,Shupiyan,2025-09-30,3269151,1007,368
Jammu & Kashmir,Srinagar,2025-03-31,4565896,1965,5087
Jammu & Kashmir,Srinagar,2025-04-30,4374765,1911,4827
Jammu & Kashmir,Srinagar,2025-05-31,4185871,1888,4427
Jammu & Kashmir,Srinagar,2025-06-30,4374765,1832,4043
Jammu & Kashmir,Srinagar,2025-07-31,4757097,2891,5789
Jammu & Kashmir,Srinagar,2025-09-30,79333241,1732,2903
Jammu & Kashmir,Udhampur,2025-03-31,2371734,3126,4770
Jammu & Kashmir,Udhampur,2025-04-30,2369757,2272,2989
Jammu & Kashmir,Udhampur,2025-05-31,2369757,2221,2341
Jammu & Kashmir,Udhampur,2025-06-30,2369757,2895,2353
Jammu & Kashmir,Udhampur,2025-07-31,2554960,3351,3265
Jammu & Kashmir,Udhampur,2025-09-30,45094720,930,1142
Jammu & Kashmir,udhampur,2025-09-30,182124,0,1
Jharkhand,Bokaro,2025-03-31,28150075,3629,8264
Jharkhand,Bokaro,2025-04-30,29805393,9457,11093
Jharkhand,Bokaro,2025-05-31,28153057,6177,7932
Jharkhand,Bokaro,2025-06-30,28153057,4672,6527
Jharkhand,Bokaro,2025-07-31,28153057,5185,9296
Jharkhand,Bokaro,2025-09-30,455402972,4861,4264
Jharkhand,Chatra,2025-03-31,5777446,5091,7042
Jharkhand,Chatra,2025-04-30,5777446,5480,5540
Jharkhand,Chatra,2025-05-31,5777446,2477,3025
Jharkhand,Chatra,2025-06-30,4952040,2614,3113
Jharkhand,Chatra,2025-07-31,5777446,4787,4216
Jharkhand,Chatra,2025-09-30,102343241,4020,3153
Jharkhand,Deoghar,2025-03-31,13031027,5230,5790
Jharkhand,Deoghar,2025-04-30,13031027,6707,5891
Jharkhand,Deoghar,2025-05-31,12215675,3670,3923
Jharkhand,Deoghar,2025-06-30,12215675,3080,3537
Jharkhand,Deoghar,2025-07-31,13031027,3423,4216
Jharkhand,Deoghar,2025-09-30,211758985,2264,2035
Jharkhand,Dhanbad,2025-03-31,39745988,7080,17070
Jharkhand,Dhanbad,2025-04-30,41400123,12152,17659
Jharkhand,Dhanbad,2025-05-31,39743868,5975,10849
Jharkhand,Dhanbad,2025-06-30,38917865,4686,9545
Jharkhand,Dhanbad,2025-07-31,40571991,7262,15024
Jharkhand,Dhanbad,2025-09-30,677305556,3397,6836
Jharkhand,Dumka,2025-03-31,16288588,8376,6943
Jharkhand,Dumka,2025-04-30,16288588,9051,8197
Jharkhand,Dumka,2025-05-31,16288588,3576,4535
Jharkhand,Dumka,2025-06-30,16288588,2799,3763
Jharkhand,Dumka,2025-07-31,16288588,2484,4172
Jharkhand,Dumka,2025-09-30,266314409,2069,3078
Jharkhand,East Singhbhum,2025-03-31,22451182,10278,11606
Jharkhand,East Singhbhum,2025-04-30,22451182,12370,12771
Jharkhand,East Singhbhum,2025-05-31,22450098,7935,9554
Jharkhand,East Singhbhum,2025-06-30,21619079,5572,7485
Jharkhand,East Singhbhum,2025-07-31,21619079,5692,10775
Jharkhand,East Singhbhum,2025-09-30,399958684,4196,6602
Jharkhand,Garhwa,2025-03-31,9043348,6945,10447
Jharkhand,Garhwa,2025-04-30,9043348,8111,8987
Jharkhand,Garhwa,2025-05-31,8221219,3835,5172
Jharkhand,Garhwa,2025-06-30,9043348,4501,5967
Jharkhand,Garhwa,2025-07-31,8221219,5104,7977
Jharkhand,Garhwa,2025-09-30,138945747,3067,4886
Jharkhand,Garhwa *,2025-03-31,1644238,77,822
Jharkhand,Garhwa *,2025-04-30,1644238,111,782
Jharkhand,Garhwa *,2025-05-31,822114,65,379
Jharkhand,Garhwa *,2025-06-30,822114,44,407
Jharkhand,Garhwa *,2025-07-31,1644238,81,781
Jharkhand,Garhwa *,2025-09-30,39461832,55,426
Jharkhand,Giridih,2025-03-31,15580625,8203,10019
Jharkhand,Giridih,2025-04-30,15580625,11780,10036
Jharkhand,Giridih,2025-05-31,15580625,5697,6079
Jharkhand,Giridih,2025-06-30,15580625,5097,5757
Jharkhand,Giridih,2025-07-31,15580625,5873,7448
Jharkhand,Giridih,2025-09-30,276312447,3905,3815
Jharkhand,Godda,2025-03-31,9770780,8171,6322
Jharkhand,Godda,2025-04-30,9770780,11029,6501
Jharkhand,Godda,2025-05-31,8956635,4276,3593
Jharkhand,Godda,2025-06-30,8142533,3486,3771
Jharkhand,Godda,2025-07-31,8956635,3465,4745
Jharkhand,Godda,2025-09-30,153064478,2096,2539
Jharkhand,Gumla,2025-03-31,14198916,3986,6975
Jharkhand,Gumla,2025-04-30,15034126,6495,8916
Jharkhand,Gumla,2025-05-31,15034126,3857,8406
Jharkhand,Gumla,2025-06-30,15034126,3319,5738
Jharkhand,Gumla,2025-07-31,14198916,3065,6254
Jharkhand,Gumla,2025-09-30,252239604,2901,4385
Jharkhand,Hazaribag,2025-03-31,3301328,234,809
Jharkhand,Hazaribag,2025-04-30,4126645,379,1006
Jharkhand,Hazaribag,2025-05-31,3301328,157,640
Jharkhand,Hazaribag,2025-06-30,3301328,170,641
Jharkhand,Hazaribag,2025-07-31,3301337,173,904
Jharkhand,Hazaribag,2025-09-30,98215733,120,497
Jharkhand,Hazaribagh,2025-03-31,18165001,6244,5370
Jharkhand,Hazaribagh,2025-04-30,19819440,7363,5568
Jharkhand,Hazaribagh,2025-05-31,18997807,3961,3948
Jharkhand,Hazaribagh,2025-06-30,19823215,3974,3901
Jharkhand,Hazaribagh,2025-07-31,20648541,4708,5639
Jharkhand,Hazaribagh,2025-09-30,317958912,2605,2779
Jharkhand,Jamtara,2025-03-31,4890937,2625,3787
Jharkhand,Jamtara,2025-04-30,4890937,3727,3566
Jharkhand,Jamtara,2025-05-31,4890937,2169,2513
Jharkhand,Jamtara,2025-06-30,4890937,1790,2338
Jharkhand,Jamtara,2025-07-31,4890937,1909,2676
Jharkhand,Jamtara,2025-09-30,83148296,1290,1689
Jharkhand,Khunti,2025-03-31,6680546,2118,3257
Jharkhand,Khunti,2025-04-30,6680546,2733,3899
Jharkhand,Khunti,2025-05-31,6680546,1600,2746
Jharkhand,Khunti,2025-06-30,6680546,1719,2694
Jharkhand,Khunti,2025-07-31,6680546,2198,4903
Jharkhand,Khunti,2025-09-30,120254616,1295,2675
Jharkhand,Kodarma,2025-03-31,3301555,224,599
Jharkhand,Kodarma,2025-04-30,3301555,271,640
Jharkhand,Kodarma,2025-05-31,3301555,123,458
Jharkhand,Kodarma,2025-06-30,3301555,112,407
Jharkhand,Kodarma,2025-07-31,3301555,141,451
Jharkhand,Kodarma,2025-09-30,52824252,81,178
Jharkhand,Koderma,2025-03-31,6602616,2935,3451
Jharkhand,Koderma,2025-04-30,6602616,4033,3673
Jharkhand,Koderma,2025-05-31,6602616,2018,2415
Jharkhand,Koderma,2025-06-30,6602616,1623,2333
Jharkhand,Koderma,2025-07-31,6602616,1770,2938
Jharkhand,Koderma,2025-09-30,112244692,1207,1221
Jharkhand,Latehar,2025-03-31,8263713,4341,3293
Jharkhand,Latehar,2025-04-30,7441586,4583,3178
Jharkhand,Latehar,2025-05-31,7441586,2121,1986
Jharkhand,Latehar,2025-06-30,7441586,2163,2242
Jharkhand,Latehar,2025-07-31,7441586,2293,3192
Jharkhand,Latehar,2025-09-30,124834404,1704,1703
Jharkhand,Lohardaga,2025-03-31,5846789,2355,4669
Jharkhand,Lohardaga,2025-04-30,5846789,3098,4422
Jharkhand,Lohardaga,2025-05-31,5011558,1411,2759
Jharkhand,Lohardaga,2025-06-30,5846789,1408,2683
Jharkhand,Lohardaga,2025-07-31,5011558,1584,3939
Jharkhand,Lohardaga,2025-09-30,102735719,936,1952
Jharkhand,Pakaur,2025-03-31,1632211,269,284
Jharkhand,Pakaur,2025-04-30,2448316,234,234
Jharkhand,Pakaur,2025-05-31,1632211,115,167
Jharkhand,Pakaur,2025-06-30,1632211,85,163
Jharkhand,Pakaur,2025-07-31,1632211,116,185
Jharkhand,Pakaur,2025-09-30,40805296,89,179
Jharkhand,Pakur,2025-03-31,5710752,4065,3049
Jharkhand,Pakur,2025-04-30,6526855,4133,2273
Jharkhand,Pakur,2025-05-31,6526855,3455,2024
Jharkhand,Pakur,2025-06-30,5710752,2457,2104
Jharkhand,Pakur,2025-07-31,5710752,2408,2795
Jharkhand,Pakur,2025-09-30,94636513,1591,1513
Jharkhand,Palamau,2025-03-31,822113,84,388
Jharkhand,Palamau,2025-04-30,1644237,74,278
Jharkhand,Palamau,2025-05-31,822113,24,173
Jharkhand,Palamau,2025-06-30,822113,53,204
Jharkhand,Palamau,2025-07-31,822113,47,290
Jharkhand,Palamau,2025-09-30,32062583,29,133
Jharkhand,Palamu,2025-03-31,13976006,9446,10392
Jharkhand,Palamu,2025-04-30,13976006,11222,9237
Jharkhand,Palamu,2025-05-31,13976006,4879,5455
Jharkhand,Palamu,2025-06-30,13976006,5660,5772
Jharkhand,Palamu,2025-07-31,13976006,7017,7920
Jharkhand,Palamu,2025-09-30,222808140,3764,3410
Jharkhand,Pashchimi Singhbhum,2025-03-31,4167948,751,1529
Jharkhand,Pashchimi Singhbhum,2025-04-30,4167948,862,1918
Jharkhand,Pashchimi Singhbhum,2025-05-31,3334846,554,1401
Jharkhand,Pashchimi Singhbhum,2025-06-30,1666416,297,984
Jharkhand,Pashchimi Singhbhum,2025-07-31,2499630,317,1361
Jharkhand,Pashchimi Singhbhum,2025-09-30,65833823,235,770
Jharkhand,Purbi Singhbhum,2025-03-31,14129351,917,2737
Jharkhand,Purbi Singhbhum,2025-04-30,14129351,921,2656
Jharkhand,Purbi Singhbhum,2025-05-31,14129351,655,2125
Jharkhand,Purbi Singhbhum,2025-06-30,12467325,370,1608
Jharkhand,Purbi Singhbhum,2025-07-31,10805312,362,2152
Jharkhand,Purbi Singhbhum,2025-09-30,240209452,189,1412
Jharkhand,Ramgarh,2025-03-31,18217636,2636,2897
Jharkhand,Ramgarh,2025-04-30,19046744,3693,2953
Jharkhand,Ramgarh,2025-05-31,18221418,1944,2231
Jharkhand,Ramgarh,2025-06-30,17392292,1463,1878
Jharkhand,Ramgarh,2025-07-31,18221418,2139,2977
Jharkhand,Ramgarh,2025-09-30,282413883,1286,1458
Jharkhand,Ranchi,2025-03-31,25856694,11510,23635
Jharkhand,Ranchi,2025-04-30,25856694,12941,20668
Jharkhand,Ranchi,2025-05-31,25021491,6079,13339
Jharkhand,Ranchi,2025-06-30,25021491,4881,10624
Jharkhand,Ranchi,2025-07-31,25021491,7872,17411
Jharkhand,Ranchi,2025-09-30,454672434,4394,7695
Jharkhand,Sahebganj,2025-03-31,9790427,6267,5248
Jharkhand,Sahebganj,2025-04-30,9790427,7053,4197
Jharkhand,Sahebganj,2025-05-31,9790427,5129,3510
Jharkhand,Sahebganj,2025-06-30,9790427,3464,2767
Jharkhand,Sahebganj,2025-07-31,9790427,3175,3250
Jharkhand,Sahebganj,2025-09-30,155821949,2268,2085
Jharkhand,Sahibganj,2025-03-31,816101,51,194
Jharkhand,Sahibganj,2025-04-30,816101,72,157
Jharkhand,Sahibganj,2025-05-31,816101,58,145
