state,district,date,pincode,age_0_5,age_5_17,age_18_greater
Bihar,Nalanda,2025-10-31,199309061,444,1440,24
Bihar,Nawada,2025-07-31,5635799,616,2933,123
Bihar,Nawada,2025-09-30,438770513,724,3664,68
Bihar,Nawada,2025-10-31,166655146,353,1905,54
Bihar,Pashchim Champaran,2025-03-31,845307,25,88,13
Bihar,Pashchim Champaran,2025-06-30,8453868,1969,4299,239
Bihar,Pashchim Champaran,2025-07-31,9299321,3018,6314,310
Bihar,Pashchim Champaran,2025-09-30,21133730,21,12,0
Bihar,Pashchim Champaran,2025-10-31,6762429,4,5,0
Bihar,Patna,2025-03-31,800001,12,52,16
Bihar,Patna,2025-04-30,11207430,723,2303,373
Bihar,Patna,2025-05-31,1600112,105,347,22
Bihar,Patna,2025-06-30,2406672,320,1009,38
Bihar,Patna,2025-07-31,2402614,508,1551,51
Bihar,Patna,2025-09-30,1012469316,1692,4715,18
Bihar,Patna,2025-10-31,378409621,638,1560,154
Bihar,Purba Champaran,2025-09-30,30433828,16,30,0
Bihar,Purba Champaran,2025-10-31,16907336,13,9,0
Bihar,Purbi Champaran,2025-03-31,2536025,60,241,35
Bihar,Purbi Champaran,2025-06-30,9298949,1549,4314,335
Bihar,Purbi Champaran,2025-07-31,8453644,2391,5516,430
Bihar,Purnea,2025-09-30,42715693,60,39,0
Bihar,Purnea,2025-10-31,20503322,27,11,0
Bihar,Purnia,2025-04-30,854304,517,276,21
Bihar,Purnia,2025-06-30,3417135,620,741,57
Bihar,Purnia,2025-07-31,2562808,872,1017,35
Bihar,Purnia,2025-09-30,504893712,3333,2028,14
Bihar,Purnia,2025-10-31,210158241,2614,1235,19
Bihar,Rohtas,2025-09-30,495772085,847,1800,11
Bihar,Rohtas,2025-10-31,188755367,311,695,34
Bihar,Saharsa,2025-05-31,852127,334,295,13
Bihar,Saharsa,2025-06-30,1704233,319,487,20
Bihar,Saharsa,2025-07-31,1704233,569,627,42
Bihar,Saharsa,2025-09-30,335751690,1673,1812,39
Bihar,Saharsa,2025-10-31,133789347,862,947,27
Bihar,Samastipur,2025-07-31,848101,513,488,13
Bihar,Samastipur,2025-09-30,760817182,3151,2323,31
Bihar,Samastipur,2025-10-31,295164931,1821,1119,36
Bihar,Samstipur,2025-09-30,17811266,12,12,0
Bihar,Samstipur,2025-10-31,5937017,5,3,0
Bihar,Saran,2025-04-30,841311,143,174,10
Bihar,Saran,2025-06-30,1682827,222,864,25
Bihar,Saran,2025-07-31,2523915,607,1872,52
Bihar,Saran,2025-09-30,905240910,1970,4355,44
Bihar,Saran,2025-10-31,377745348,1188,2468,24
Bihar,Sheikhpura,2025-09-30,124106792,462,761,4
Bihar,Sheikhpura,2025-10-31,47046849,186,382,3
Bihar,Sheikpura,2025-09-30,5677733,4,7,0
Bihar,Sheikpura,2025-10-31,1622210,1,1,0
Bihar,Sheohar,2025-09-30,102881308,498,334,4
Bihar,Sheohar,2025-10-31,45537300,392,174,1
Bihar,Sitamarhi,2025-03-31,10119906,336,696,303
Bihar,Sitamarhi,2025-04-30,6746564,2452,1625,487
Bihar,Sitamarhi,2025-05-31,8433210,2961,2387,348
Bihar,Sitamarhi,2025-06-30,9276514,2839,3126,511
Bihar,Sitamarhi,2025-07-31,10119844,3852,4519,746
Bihar,Sitamarhi,2025-09-30,488277972,2426,2048,127
Bihar,Sitamarhi,2025-10-31,188058573,1420,1023,46
Bihar,Siwan,2025-05-31,841226,269,384,12
Bihar,Siwan,2025-06-30,1682476,185,298,21
Bihar,Siwan,2025-07-31,841406,192,414,12
Bihar,Siwan,2025-09-30,705873117,1652,2631,14
Bihar,Siwan,2025-10-31,313817098,981,1390,31
Bihar,Supaul,2025-09-30,406311493,1425,1155,54
Bihar,Supaul,2025-10-31,181437674,1318,960,30
Bihar,Vaishali,2025-04-30,844504,270,217,10
Bihar,Vaishali,2025-09-30,678667476,2562,3417,5
Bihar,Vaishali,2025-10-31,281085827,1569,1744,20
Bihar,West Champaran,2025-04-30,7608064,2826,3724,159
Bihar,West Champaran,2025-05-31,5917515,1934,2875,157
Bihar,West Champaran,2025-09-30,398151748,2356,3709,133
Bihar,West Champaran,2025-10-31,150467330,1015,1969,117
Chandigarh,Chandigarh,2025-04-30,160036,86,21,10
Chandigarh,Chandigarh,2025-09-30,48171164,775,79,1
Chandigarh,Chandigarh,2025-10-31,13763187,212,25,0
Chandigarh,Rupnagar,2025-09-30,160014,1,0,0
Chhattisgarh,Balod,2025-09-30,81562488,507,25,1
Chhattisgarh,Balod,2025-10-31,26532805,115,4,0
Chhattisgarh,Baloda Bazar,2025-05-31,493118,492,35,17
Chhattisgarh,Baloda Bazar,2025-09-30,183483178,1207,194,8
Chhattisgarh,Baloda Bazar,2025-10-31,55241260,352,38,0
Chhattisgarh,Balrampur,2025-07-31,1988684,1344,579,65
Chhattisgarh,Balrampur,2025-09-30,87501489,1275,403,1
Chhattisgarh,Balrampur,2025-10-31,28338609,371,91,0
Chhattisgarh,Bastar,2025-09-30,102788071,1151,366,5
Chhattisgarh,Bastar,2025-10-31,38546141,421,168,1
Chhattisgarh,Bemetara,2025-09-30,85001974,654,88,2
Chhattisgarh,Bemetara,2025-10-31,28990175,232,26,3
Chhattisgarh,Bijapur,2025-03-31,988891,66,31,63
Chhattisgarh,Bijapur,2025-04-30,988891,397,135,126
Chhattisgarh,Bijapur,2025-05-31,988891,275,180,155
Chhattisgarh,Bijapur,2025-06-30,988891,205,254,173
Chhattisgarh,Bijapur,2025-07-31,988891,802,346,243
Chhattisgarh,Bijapur,2025-09-30,51422459,377,237,196
Chhattisgarh,Bijapur,2025-10-31,21261198,187,111,74
Chhattisgarh,Bilaspur,2025-07-31,495551,1156,309,11
Chhattisgarh,Bilaspur,2025-09-30,230777493,2203,375,0
Chhattisgarh,Bilaspur,2025-10-31,88646925,785,129,2
Chhattisgarh,Dakshin Bastar Dantewada,2025-09-30,35108811,101,34,2
Chhattisgarh,Dakshin Bastar Dantewada,2025-10-31,18293545,44,24,17
Chhattisgarh,Dantewada,2025-09-30,26208182,51,27,0
Chhattisgarh,Dantewada,2025-10-31,9889892,24,6,0
Chhattisgarh,Dhamtari,2025-09-30,80960734,614,26,2
Chhattisgarh,Dhamtari,2025-10-31,22711995,123,8,0
Chhattisgarh,Durg,2025-04-30,491001,336,38,10
Chhattisgarh,Durg,2025-07-31,491001,385,94,16
Chhattisgarh,Durg,2025-09-30,186394863,946,162,12
Chhattisgarh,Durg,2025-10-31,48555316,191,27,1
Chhattisgarh,Gariyaband,2025-09-30,84936527,446,75,2
Chhattisgarh,Gariyaband,2025-10-31,29628371,118,22,0
Chhattisgarh,Gaurela-pendra-marwahi,2025-09-30,16338902,41,8,0
Chhattisgarh,Gaurela-pendra-marwahi,2025-10-31,5941415,17,1,2
Chhattisgarh,Gaurella Pendra Marwahi,2025-06-30,990237,403,185,43
Chhattisgarh,Gaurella Pendra Marwahi,2025-07-31,495117,220,105,27
Chhattisgarh,Janjgir - Champa,2025-09-30,5947967,14,0,0
Chhattisgarh,Janjgir - Champa,2025-10-31,991227,2,0,0
Chhattisgarh,Janjgir Champa,2025-09-30,4956122,10,0,0
Chhattisgarh,Janjgir Champa,2025-10-31,495688,1,0,0
Chhattisgarh,Janjgir-champa,2025-09-30,190816989,1361,241,1
Chhattisgarh,Janjgir-champa,2025-10-31,68396592,438,49,0
Chhattisgarh,Jashpur,2025-09-30,118110466,551,126,0
Chhattisgarh,Jashpur,2025-10-31,40196561,174,68,0
Chhattisgarh,Kabeerdham,2025-09-30,35399558,276,25,0
Chhattisgarh,Kabeerdham,2025-10-31,12782674,88,9,0
Chhattisgarh,Kanker,2025-09-30,101882711,464,102,0
Chhattisgarh,Kanker,2025-10-31,37092662,174,22,0
Chhattisgarh,Kawardha,2025-09-30,41795867,585,74,0
Chhattisgarh,Kawardha,2025-10-31,14752871,213,31,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-09-30,18689422,45,15,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-10-31,8852616,19,6,0
Chhattisgarh,Kondagaon,2025-09-30,62771344,612,267,1
Chhattisgarh,Kondagaon,2025-10-31,27184536,245,120,1
Chhattisgarh,Korba,2025-09-30,155594261,1088,159,3
Chhattisgarh,Korba,2025-10-31,63922684,415,83,5
Chhattisgarh,Koriya,2025-09-30,82081096,431,148,0
Chhattisgarh,Koriya,2025-10-31,26862162,167,48,0
Chhattisgarh,Mahasamund,2025-09-30,82390912,998,194,2
Chhattisgarh,Mahasamund,2025-10-31,29600122,318,63,5
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-09-30,22888965,58,35,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-10-31,9951811,33,9,0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2025-09-30,491668,1,0,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-09-30,23592985,49,35,2
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-10-31,6389480,14,4,0
Chhattisgarh,Mungeli,2025-09-30,63393027,801,112,1
Chhattisgarh,Mungeli,2025-10-31,25258386,297,46,0
Chhattisgarh,Narayanpur,2025-09-30,11871864,140,102,0
Chhattisgarh,Narayanpur,2025-10-31,4451949,49,29,0
Chhattisgarh,Raigarh,2025-07-31,992117,1318,181,23
Chhattisgarh,Raigarh,2025-09-30,155336298,1282,166,3
Chhattisgarh,Raigarh,2025-10-31,52110984,328,49,4
Chhattisgarh,Raipur,2025-03-31,492001,49,15,36
Chhattisgarh,Raipur,2025-04-30,493225,299,12,11
Chhattisgarh,Raipur,2025-09-30,254199090,1877,209,0
Chhattisgarh,Raipur,2025-10-31,83249071,615,76,0
Chhattisgarh,Rajnandgaon,2025-09-30,127328018,1061,132,1
Chhattisgarh,Rajnandgaon,2025-10-31,40803799,372,20,0
Chhattisgarh,Sakti,2025-09-30,44611906,135,40,2
Chhattisgarh,Sakti,2025-10-31,14870630,34,9,0
Chhattisgarh,Sarangarh-Bilaigarh,2025-09-30,13355492,22,4,3
Chhattisgarh,Sarangarh-Bilaigarh,2025-10-31,7416725,16,2,0
Chhattisgarh,Sukma,2025-04-30,494122,267,69,45
Chhattisgarh,Sukma,2025-05-31,494122,178,55,19
Chhattisgarh,Sukma,2025-07-31,988236,151,178,34
Chhattisgarh,Sukma,2025-09-30,40023367,146,150,11
Chhattisgarh,Sukma,2025-10-31,17788144,86,38,0
Chhattisgarh,Surajpur,2025-09-30,100437950,823,177,2
Chhattisgarh,Surajpur,2025-10-31,32816155,234,71,0
Chhattisgarh,Surguja,2025-09-30,104892656,1128,225,0
Chhattisgarh,Surguja,2025-10-31,37779974,310,65,0
Chhattisgarh,Uttar Bastar Kanker,2025-09-30,66767293,207,46,0
Chhattisgarh,Uttar Bastar Kanker,2025-10-31,23243774,78,19,5
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-09-30,31698364,331,38,1
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-10-31,8717083,70,9,0
Dadra & Nagar Haveli & Daman & Diu,Dadra & Nagar Haveli,2025-09-30,11886876,29,8,2
Dadra & Nagar Haveli & Daman & Diu,Dadra & Nagar Haveli,2025-10-31,1584920,6,0,0
Dadra & Nagar Haveli & Daman & Diu,Daman,2025-09-30,6339410,19,2,2
Dadra & Nagar Haveli & Daman & Diu,Daman,2025-10-31,1188640,4,0,0
Dadra & Nagar Haveli & Daman & Diu,Diu,2025-09-30,2900280,6,1,3
Daman & Diu,Daman,2025-09-30,7131815,17,4,0
Daman & Diu,Daman,2025-10-31,1188640,3,1,0
Daman & Diu,Diu,2025-09-30,5075710,17,0,0
Daman & Diu,Diu,2025-10-31,3625510,11,0,0
Delhi,Central Delhi,2025-04-30,110003,80,41,12
Delhi,Central Delhi,2025-05-31,220058,208,105,20
Delhi,Central Delhi,2025-06-30,110005,134,49,11
Delhi,Central Delhi,2025-07-31,440121,773,328,51
Delhi,Central Delhi,2025-09-30,19912871,494,195,36
Delhi,Central Delhi,2025-10-31,5940796,171,51,10
Delhi,East Delhi,2025-04-30,110092,676,221,15
Delhi,East Delhi,2025-05-31,330238,969,342,67
Delhi,East Delhi,2025-06-30,220183,660,299,26
Delhi,East Delhi,2025-07-31,220183,1319,504,55
Delhi,East Delhi,2025-09-30,23555033,1578,459,22
Delhi,East Delhi,2025-10-31,8035168,509,110,8
Delhi,Najafgarh,2025-09-30,1210473,9,5,0
Delhi,Najafgarh,2025-10-31,330129,3,0,0
Delhi,New Delhi,2025-06-30,330101,212,100,51
Delhi,New Delhi,2025-07-31,660249,581,354,156
Delhi,New Delhi,2025-09-30,3740398,40,16,4
Delhi,New Delhi,2025-10-31,880088,12,3,1
Delhi,North Delhi,2025-06-30,220079,332,244,22
Delhi,North Delhi,2025-07-31,220079,563,309,29
Delhi,North Delhi,2025-09-30,11113728,631,250,11
Delhi,North Delhi,2025-10-31,4181450,214,74,2
Delhi,North East,2025-09-30,8476108,452,163,2
Delhi,North East,2025-10-31,2972161,142,50,0
Delhi,North East   *,2025-09-30,110053,2,0,0
Delhi,North East Delhi,2025-06-30,110094,998,569,10
Delhi,North East Delhi,2025-07-31,220147,2868,1583,31
Delhi,North East Delhi,2025-09-30,12547862,1472,614,6
Delhi,North East Delhi,2025-10-31,4182554,496,187,2
Delhi,North West Delhi,2025-03-31,110086,35,15,10
Delhi,North West Delhi,2025-04-30,330159,903,349,54
Delhi,North West Delhi,2025-05-31,220074,368,251,25
Delhi,North West Delhi,2025-06-30,220119,588,184,26
Delhi,North West Delhi,2025-07-31,220119,858,267,46
Delhi,North West Delhi,2025-09-30,48535347,2929,877,74
Delhi,North West Delhi,2025-10-31,17058647,941,242,32
Delhi,Shahdara,2025-04-30,110032,208,98,13
Delhi,Shahdara,2025-05-31,110032,66,47,20
Delhi,Shahdara,2025-07-31,110032,545,239,15
Delhi,Shahdara,2025-09-30,8255274,121,55,8
Delhi,Shahdara,2025-10-31,2861845,32,11,1
Delhi,South Delhi,2025-04-30,220091,404,137,22
Delhi,South Delhi,2025-05-31,220082,217,88,28
Delhi,South Delhi,2025-06-30,330103,619,249,43
Delhi,South Delhi,2025-07-31,770229,794,321,139
Delhi,South Delhi,2025-09-30,52819689,2445,761,73
Delhi,South Delhi,2025-10-31,18596965,939,235,18
Delhi,South East Delhi,2025-09-30,1210275,12,4,1
Delhi,South East Delhi,2025-10-31,330075,1,3,1
Delhi,South West Delhi,2025-04-30,440213,558,209,58
Delhi,South West Delhi,2025-05-31,330183,448,188,48
Delhi,South West Delhi,2025-06-30,110045,202,90,29
Delhi,South West Delhi,2025-07-31,110045,468,207,29
Delhi,South West Delhi,2025-09-30,53814575,1772,505,64
Delhi,South West Delhi,2025-10-31,19369157,566,133,17
Delhi,West Delhi,2025-03-31,330136,146,87,75
Delhi,West Delhi,2025-04-30,220077,1249,440,183
Delhi,West Delhi,2025-05-31,220077,1411,493,172
Delhi,West Delhi,2025-06-30,330104,1582,587,245
Delhi,West Delhi,2025-07-31,550160,3799,1364,189
Delhi,West Delhi,2025-09-30,27510964,2027,571,46
Delhi,West Delhi,2025-10-31,8363311,537,147,14
Goa,Bardez,2025-09-30,403507,1,0,0
Goa,North Goa,2025-07-31,403001,21,10,11
Goa,North Goa,2025-09-30,133912542,410,64,40
Goa,North Goa,2025-10-31,43564573,131,14,3
Goa,South Goa,2025-09-30,94062296,282,41,34
Goa,South Goa,2025-10-31,35929061,110,19,2
Gujarat,Ahmadabad,2025-06-30,1907233,685,480,60
Gujarat,Ahmadabad,2025-07-31,4958394,2714,1590,180
Gujarat,Ahmadabad,2025-09-30,93656714,231,115,0
Gujarat,Ahmadabad,2025-10-31,24776386,61,24,0
Gujarat,Ahmedabad,2025-04-30,382150,77,26,19
Gujarat,Ahmedabad,2025-05-31,3047204,756,347,97
Gujarat,Ahmedabad,2025-07-31,770250,397,389,36
Gujarat,Ahmedabad,2025-09-30,541217835,3946,2033,72
Gujarat,Ahmedabad,2025-10-31,191866538,1159,547,43
Gujarat,Amreli,2025-04-30,731125,174,21,43
Gujarat,Amreli,2025-07-31,1460198,558,151,60
Gujarat,Amreli,2025-09-30,155989376,893,226,35
Gujarat,Amreli,2025-10-31,49310280,226,32,14
Gujarat,Anand,2025-04-30,776551,136,30,75
Gujarat,Anand,2025-05-31,388001,111,22,10
Gujarat,Anand,2025-06-30,776326,148,57,24
Gujarat,Anand,2025-07-31,2717388,802,192,115
Gujarat,Anand,2025-09-30,267518964,1545,249,29
Gujarat,Anand,2025-10-31,100182081,430,57,30
Gujarat,Arvalli,2025-04-30,766665,144,32,30
Gujarat,Arvalli,2025-07-31,766640,476,103,22
Gujarat,Arvalli,2025-09-30,93527532,490,98,4
Gujarat,Arvalli,2025-10-31,27214878,116,11,10
Gujarat,Banas Kantha,2025-03-31,3467492,408,223,175
Gujarat,Banas Kantha,2025-06-30,2697611,1459,1675,156
Gujarat,Banas Kantha,2025-07-31,6166628,3990,4787,451
Gujarat,Banas Kantha,2025-09-30,17339731,45,18,0
Gujarat,Banas Kantha,2025-10-31,5009414,15,4,0
Gujarat,Banaskantha,2025-04-30,6166462,1685,1358,1001
Gujarat,Banaskantha,2025-05-31,3467917,1146,724,178
Gujarat,Banaskantha,2025-09-30,213505216,2546,2150,91
Gujarat,Banaskantha,2025-10-31,83242170,605,324,99
Gujarat,Bharuch,2025-04-30,393001,138,50,23
Gujarat,Bharuch,2025-05-31,785002,303,69,23
Gujarat,Bharuch,2025-09-30,190794703,1178,121,8
Gujarat,Bharuch,2025-10-31,64776004,350,45,6
Gujarat,Bhavnagar,2025-04-30,728003,567,36,25
Gujarat,Bhavnagar,2025-06-30,364290,189,39,11
Gujarat,Bhavnagar,2025-07-31,2913343,1614,403,127
Gujarat,Bhavnagar,2025-09-30,246234352,2316,430,89
Gujarat,Bhavnagar,2025-10-31,82315887,563,78,70
Gujarat,Botad,2025-04-30,364710,291,21,20
Gujarat,Botad,2025-06-30,364710,289,64,11
Gujarat,Botad,2025-07-31,1092881,800,246,44
Gujarat,Botad,2025-09-30,55899999,370,78,8
Gujarat,Botad,2025-10-31,14574478,53,14,8
Gujarat,Chhotaudepur,2025-04-30,1955797,242,121,119
Gujarat,Chhotaudepur,2025-05-31,782325,127,61,28
Gujarat,Chhotaudepur,2025-06-30,391110,97,34,10
Gujarat,Chhotaudepur,2025-07-31,3129195,815,816,231
Gujarat,Chhotaudepur,2025-09-30,66889824,278,128,18
Gujarat,Chhotaudepur,2025-10-31,20339918,64,30,6
Gujarat,Dahod,2025-04-30,3502885,855,782,434
Gujarat,Dahod,2025-05-31,4280935,710,717,653
Gujarat,Dahod,2025-09-30,126097903,1358,1182,36
Gujarat,Dahod,2025-10-31,47871310,309,138,60
Gujarat,Dang,2025-06-30,789426,222,72,70
Gujarat,Dang,2025-07-31,789426,309,107,92
Gujarat,Devbhumi Dwarka,2025-04-30,722615,186,44,54
Gujarat,Devbhumi Dwarka,2025-05-31,722615,167,26,23
Gujarat,Devbhumi Dwarka,2025-07-31,1082405,359,163,55
Gujarat,Devbhumi Dwarka,2025-09-30,81622357,477,98,17
Gujarat,Devbhumi Dwarka,2025-10-31,23840041,114,17,19
Gujarat,Dohad,2025-03-31,778350,32,37,41
Gujarat,Dohad,2025-06-30,3113733,1162,1835,191
Gujarat,Dohad,2025-07-31,4281226,2702,4861,438
Gujarat,Dohad,2025-09-30,76666503,414,277,0
Gujarat,Dohad,2025-10-31,22182499,93,30,0
Gujarat,Gandhinagar,2025-04-30,2676434,495,138,156
Gujarat,Gandhinagar,2025-05-31,382721,251,28,16
Gujarat,Gandhinagar,2025-06-30,382721,204,67,41
Gujarat,Gandhinagar,2025-07-31,765456,322,96,129
Gujarat,Gandhinagar,2025-09-30,156788854,941,184,46
Gujarat,Gandhinagar,2025-10-31,55835213,242,56,29
Gujarat,Gir Somnath,2025-04-30,3262023,1262,265,179
Gujarat,Gir Somnath,2025-05-31,725280,181,53,26
Gujarat,Gir Somnath,2025-07-31,1087263,1000,287,57
Gujarat,Gir Somnath,2025-09-30,96044658,675,184,22
Gujarat,Gir Somnath,2025-10-31,36242737,213,39,1
Gujarat,Jamnagar,2025-04-30,722011,240,43,33
Gujarat,Jamnagar,2025-05-31,1444014,410,77,67
Gujarat,Jamnagar,2025-07-31,1804679,764,195,55
Gujarat,Jamnagar,2025-09-30,220625881,1253,242,25
Gujarat,Jamnagar,2025-10-31,86659298,493,52,8
Gujarat,Junagadh,2025-04-30,362001,250,27,12
Gujarat,Junagadh,2025-09-30,245274122,1725,246,18
Gujarat,Junagadh,2025-10-31,81880391,435,62,3
Gujarat,Kachchh,2025-03-31,370001,33,13,10
Gujarat,Kachchh,2025-04-30,1480451,587,242,78
Gujarat,Kachchh,2025-05-31,370165,59,79,12
Gujarat,Kachchh,2025-06-30,370201,73,49,11
Gujarat,Kachchh,2025-07-31,2961587,870,944,115
Gujarat,Kachchh,2025-09-30,211080172,1221,530,45
Gujarat,Kachchh,2025-10-31,88509790,515,126,28
Gujarat,Kheda,2025-04-30,1936811,425,80,150
Gujarat,Kheda,2025-05-31,387001,89,18,33
Gujarat,Kheda,2025-07-31,775875,444,200,38
Gujarat,Kheda,2025-09-30,280226877,1620,502,73
Gujarat,Kheda,2025-10-31,94576580,442,77,59
Gujarat,Mahesana,2025-04-30,1535511,433,55,65
Gujarat,Mahesana,2025-05-31,384001,178,26,13
Gujarat,Mahesana,2025-07-31,1535386,821,269,67
Gujarat,Mahesana,2025-09-30,216809239,1232,255,23
Gujarat,Mahesana,2025-10-31,71005647,330,45,44
Gujarat,Mahisagar,2025-04-30,389230,110,12,16
Gujarat,Mahisagar,2025-06-30,389260,106,37,18
Gujarat,Mahisagar,2025-07-31,778470,369,162,33
Gujarat,Mahisagar,2025-09-30,94121680,547,83,19
Gujarat,Mahisagar,2025-10-31,29555640,147,25,18
Gujarat,Morbi,2025-03-31,363641,36,12,23
Gujarat,Morbi,2025-04-30,1817884,818,178,175
Gujarat,Morbi,2025-05-31,727262,389,88,46
Gujarat,Morbi,2025-06-30,727262,777,366,26
Gujarat,Morbi,2025-07-31,1817884,1789,825,215
Gujarat,Morbi,2025-09-30,62530954,638,141,49
Gujarat,Morbi,2025-10-31,22175913,227,30,36
Gujarat,Narmada,2025-09-30,67951898,470,35,1
Gujarat,Narmada,2025-10-31,23168885,93,19,6
Gujarat,Navsari,2025-04-30,396445,133,10,33
Gujarat,Navsari,2025-05-31,396445,122,21,15
Gujarat,Navsari,2025-07-31,396445,191,47,19
Gujarat,Navsari,2025-09-30,124863981,736,59,6
Gujarat,Navsari,2025-10-31,40036584,165,8,13
Gujarat,Panch Mahals,2025-07-31,1946417,789,434,100
Gujarat,Panch Mahals,2025-09-30,10506989,28,4,0
Gujarat,Panch Mahals,2025-10-31,1945119,5,0,0
Gujarat,Panchmahals,2025-04-30,2335382,574,145,183
Gujarat,Panchmahals,2025-05-31,1167486,311,83,61
Gujarat,Panchmahals,2025-09-30,171242811,1431,388,47
Gujarat,Panchmahals,2025-10-31,57991595,492,103,5
Gujarat,Patan,2025-03-31,768530,141,26,23
Gujarat,Patan,2025-04-30,2691886,800,173,225
Gujarat,Patan,2025-05-31,768505,225,53,25
Gujarat,Patan,2025-06-30,384151,207,80,11
Gujarat,Patan,2025-07-31,3460399,1741,1178,232
Gujarat,Patan,2025-09-30,135316261,1184,396,71
Gujarat,Patan,2025-10-31,43440514,248,61,16
Gujarat,Porbandar,2025-04-30,721154,267,38,44
Gujarat,Porbandar,2025-06-30,360575,209,57,11
Gujarat,Porbandar,2025-07-31,1081724,450,89,56
Gujarat,Porbandar,2025-09-30,71476816,404,73,20
Gujarat,Porbandar,2025-10-31,21662271,110,14,8
Gujarat,Rajkot,2025-04-30,2880567,1398,338,231
Gujarat,Rajkot,2025-05-31,2880078,1375,312,221
Gujarat,Rajkot,2025-06-30,363520,114,194,16
Gujarat,Rajkot,2025-07-31,3607725,2567,1437,200
Gujarat,Rajkot,2025-09-30,259559425,2225,651,50
Gujarat,Rajkot,2025-10-31,99966078,763,187,43
Gujarat,Sabar Kantha,2025-07-31,3066018,951,1169,157
Gujarat,Sabar Kantha,2025-09-30,17248697,45,14,0
Gujarat,Sabar Kantha,2025-10-31,4216431,10,1,0
Gujarat,Sabarkantha,2025-04-30,1916153,389,197,110
Gujarat,Sabarkantha,2025-05-31,383001,90,41,11
Gujarat,Sabarkantha,2025-09-30,235336396,1205,560,82
Gujarat,Sabarkantha,2025-10-31,72821777,307,73,26
Gujarat,Surat,2025-04-30,4737112,2932,976,280
Gujarat,Surat,2025-05-31,1578400,1396,542,48
Gujarat,Surat,2025-07-31,1974236,2694,1581,81
Gujarat,Surat,2025-09-30,430017847,3848,1392,39
Gujarat,Surat,2025-10-31,140457857,958,312,51
Gujarat,Surendra Nagar,2025-04-30,1453697,436,159,91
Gujarat,Surendra Nagar,2025-07-31,765525,250,172,21
Gujarat,Surendra Nagar,2025-09-30,195039359,1681,725,55
Gujarat,Surendra Nagar,2025-10-31,69814204,442,145,47
Gujarat,Surendranagar,2025-07-31,1089870,658,574,78
Gujarat,Surendranagar,2025-09-30,14223599,42,6,0
Gujarat,Surendranagar,2025-10-31,4015247,11,1,0
Gujarat,Tapi,2025-04-30,394370,68,12,13
Gujarat,Tapi,2025-09-30,118344235,918,116,7
Gujarat,Tapi,2025-10-31,41813704,161,21,5
Gujarat,The Dangs,2025-04-30,394716,85,13,22
Gujarat,The Dangs,2025-05-31,789426,174,49,38
Gujarat,The Dangs,2025-09-30,29209051,361,73,3
Gujarat,The Dangs,2025-10-31,14209830,96,14,10
Gujarat,Vadodara,2025-03-31,390019,36,43,10
Gujarat,Vadodara,2025-04-30,3513294,788,216,180
Gujarat,Vadodara,2025-05-31,390019,158,78,10
Gujarat,Vadodara,2025-06-30,1173029,334,139,37
Gujarat,Vadodara,2025-07-31,1173229,507,217,60
Gujarat,Vadodara,2025-09-30,432647257,2210,744,82
Gujarat,Vadodara,2025-10-31,156364445,901,175,11
Gujarat,Valsad,2025-04-30,1188257,618,186,100
Gujarat,Valsad,2025-05-31,396065,277,101,20
Gujarat,Valsad,2025-07-31,396065,581,261,30
Gujarat,Valsad,2025-09-30,185785407,1455,373,13
Gujarat,Valsad,2025-10-31,56644934,371,62,4
Haryana,Ambala,2025-06-30,134003,245,23,13
Haryana,Ambala,2025-09-30,31649861,699,40,1
Haryana,Ambala,2025-10-31,13477273,309,16,0
Haryana,Bhiwani,2025-09-30,46643817,937,55,2
Haryana,Bhiwani,2025-10-31,18302229,394,20,2
Haryana,Charkhi Dadri,2025-09-30,17935945,253,2,0
Haryana,Charkhi Dadri,2025-10-31,5724345,83,1,0
Haryana,Faridabad,2025-03-31,121004,80,60,10
Haryana,Faridabad,2025-04-30,242006,1291,290,25
Haryana,Faridabad,2025-05-31,242005,1358,311,32
Haryana,Faridabad,2025-06-30,484010,1698,483,83
Haryana,Faridabad,2025-07-31,363008,2678,733,54
Haryana,Faridabad,2025-09-30,35094818,1712,486,34
Haryana,Faridabad,2025-10-31,12706661,558,140,3
Haryana,Fatehabad,2025-09-30,22139698,572,35,5
Haryana,Fatehabad,2025-10-31,9881807,325,13,0
Haryana,Gurgaon,2025-04-30,244003,494,192,36
Haryana,Gurgaon,2025-05-31,122001,512,143,13
Haryana,Gurgaon,2025-09-30,55461747,1395,311,53
Haryana,Gurgaon,2025-10-31,19911834,496,103,6
Haryana,Gurugram,2025-03-31,122001,18,19,13
Haryana,Gurugram,2025-06-30,244003,534,207,81
Haryana,Gurugram,2025-07-31,488110,1252,399,113
Haryana,Hisar,2025-06-30,125001,350,46,10
Haryana,Hisar,2025-09-30,37138839,1327,84,2
Haryana,Hisar,2025-10-31,15381093,643,32,0
