state,district,date,udr,udr_level
Goa,North Goa,2025-09-30,7.686770428015564,High Dependency
Goa,North Goa,2025-10-31,3.0135135135135136,High Dependency
Goa,South Goa,2025-09-30,8.88795518207283,High Dependency
Goa,South Goa,2025-10-31,2.0381679389312977,High Dependency
Gujarat,Ahmadabad,2025-06-30,1.3959183673469389,Medium Dependency
Gujarat,Ahmadabad,2025-07-31,0.23974130240856378,Low Dependency
Gujarat,Ahmadabad,2025-09-30,8.202312138728324,High Dependency
Gujarat,Ahmadabad,2025-10-31,1.2470588235294118,Medium Dependency
Gujarat,Ahmedabad,2025-04-30,442.4344262295082,High Dependency
Gujarat,Ahmedabad,2025-05-31,60.39416666666666,High Dependency
Gujarat,Ahmedabad,2025-07-31,85.00486618004867,High Dependency
Gujarat,Ahmedabad,2025-09-30,7.122789621550157,High Dependency
Gujarat,Ahmedabad,2025-10-31,1.486563750714694,Medium Dependency
Gujarat,Amreli,2025-04-30,31.407563025210084,High Dependency
Gujarat,Amreli,2025-07-31,15.296488946684006,High Dependency
Gujarat,Amreli,2025-09-30,6.466204506065858,High Dependency
Gujarat,Amreli,2025-10-31,1.5698529411764706,High Dependency
Gujarat,Anand,2025-04-30,57.62240663900415,High Dependency
Gujarat,Anand,2025-05-31,115.3076923076923,High Dependency
Gujarat,Anand,2025-06-30,66.76419213973799,High Dependency
Gujarat,Anand,2025-07-31,18.88999098286745,High Dependency
Gujarat,Anand,2025-09-30,6.668678003291278,High Dependency
Gujarat,Anand,2025-10-31,0.9748549323017408,Medium Dependency
Gujarat,Arvalli,2025-04-30,15.723300970873787,High Dependency
Gujarat,Arvalli,2025-07-31,10.437603993344426,High Dependency
Gujarat,Arvalli,2025-09-30,5.41554054054054,High Dependency
Gujarat,Arvalli,2025-10-31,0.7591240875912408,Medium Dependency
Gujarat,Banas Kantha,2025-03-31,0.0,Low Dependency
Gujarat,Banas Kantha,2025-06-30,0.0,Low Dependency
Gujarat,Banas Kantha,2025-07-31,0.012028608582574773,Low Dependency
Gujarat,Banas Kantha,2025-09-30,2.3333333333333335,High Dependency
Gujarat,Banas Kantha,2025-10-31,0.7368421052631579,Medium Dependency
Gujarat,Banaskantha,2025-04-30,3.3044015825914936,High Dependency
Gujarat,Banaskantha,2025-05-31,9.6083984375,High Dependency
Gujarat,Banaskantha,2025-09-30,3.9966576143722583,High Dependency
Gujarat,Banaskantha,2025-10-31,0.8375486381322957,Medium Dependency
Gujarat,Bharuch,2025-04-30,44.60189573459716,High Dependency
Gujarat,Bharuch,2025-05-31,30.529113924050634,High Dependency
Gujarat,Bharuch,2025-09-30,6.241009946442234,High Dependency
Gujarat,Bharuch,2025-10-31,1.486284289276808,Medium Dependency
Gujarat,Bhavnagar,2025-04-30,27.235668789808916,High Dependency
Gujarat,Bhavnagar,2025-06-30,83.83682008368201,High Dependency
Gujarat,Bhavnagar,2025-07-31,11.702891791044776,High Dependency
Gujarat,Bhavnagar,2025-09-30,5.191887125220458,High Dependency
Gujarat,Bhavnagar,2025-10-31,1.0759493670886076,Medium Dependency
Gujarat,Botad,2025-04-30,4.653614457831325,High Dependency
Gujarat,Botad,2025-06-30,6.832417582417582,High Dependency
Gujarat,Botad,2025-07-31,3.026605504587156,High Dependency
Gujarat,Botad,2025-09-30,3.837719298245614,High Dependency
Gujarat,Botad,2025-10-31,0.84,Medium Dependency
Gujarat,Chhotaudepur,2025-04-30,9.715767634854771,High Dependency
Gujarat,Chhotaudepur,2025-05-31,30.935185185185187,High Dependency
Gujarat,Chhotaudepur,2025-06-30,32.4822695035461,High Dependency
Gujarat,Chhotaudepur,2025-07-31,3.0456498388829214,High Dependency
Gujarat,Chhotaudepur,2025-09-30,8.733490566037736,High Dependency
Gujarat,Chhotaudepur,2025-10-31,0.83,Medium Dependency
Gujarat,Dahod,2025-04-30,7.6924191211974895,High Dependency
Gujarat,Dahod,2025-05-31,7.323076923076923,High Dependency
Gujarat,Dahod,2025-09-30,5.420031055900621,High Dependency
Gujarat,Dahod,2025-10-31,0.9191321499013807,Medium Dependency
Gujarat,Dang,2025-06-30,0.0,Low Dependency
Gujarat,Dang,2025-07-31,0.0,Low Dependency
Gujarat,Devbhumi Dwarka,2025-04-30,11.845070422535212,High Dependency
Gujarat,Devbhumi Dwarka,2025-05-31,16.85648148148148,High Dependency
Gujarat,Devbhumi Dwarka,2025-07-31,6.731369150779896,High Dependency
Gujarat,Devbhumi Dwarka,2025-09-30,4.069256756756757,High Dependency
Gujarat,Devbhumi Dwarka,2025-10-31,0.7133333333333334,Medium Dependency
Gujarat,Dohad,2025-03-31,20.836363636363636,High Dependency
Gujarat,Dohad,2025-06-30,0.5633626097867002,Medium Dependency
Gujarat,Dohad,2025-07-31,0.3089613798275216,Low Dependency
Gujarat,Dohad,2025-09-30,2.7539797395079595,High Dependency
Gujarat,Dohad,2025-10-31,0.6747967479674797,Medium Dependency
Gujarat,Gandhinagar,2025-04-30,11.669201520912548,High Dependency
Gujarat,Gandhinagar,2025-05-31,49.0406779661017,High Dependency
Gujarat,Gandhinagar,2025-06-30,38.67307692307692,High Dependency
Gujarat,Gandhinagar,2025-07-31,26.840950639853748,High Dependency
Gujarat,Gandhinagar,2025-09-30,7.345858240819812,High Dependency
Gujarat,Gandhinagar,2025-10-31,1.4434250764525993,Medium Dependency
Gujarat,Gir Somnath,2025-04-30,2.4384525205158263,High Dependency
Gujarat,Gir Somnath,2025-05-31,18.442307692307693,High Dependency
Gujarat,Gir Somnath,2025-07-31,4.940476190476191,High Dependency
Gujarat,Gir Somnath,2025-09-30,3.6447219069239503,High Dependency
Gujarat,Gir Somnath,2025-10-31,0.7193675889328063,Medium Dependency
Gujarat,Jamnagar,2025-04-30,27.54746835443038,High Dependency
Gujarat,Jamnagar,2025-05-31,29.568592057761734,High Dependency
Gujarat,Jamnagar,2025-07-31,11.752465483234714,High Dependency
Gujarat,Jamnagar,2025-09-30,5.631578947368421,High Dependency
Gujarat,Jamnagar,2025-10-31,1.1283905967450272,Medium Dependency
Gujarat,Junagadh,2025-04-30,38.75086505190311,High Dependency
Gujarat,Junagadh,2025-09-30,5.115635997988939,High Dependency
Gujarat,Junagadh,2025-10-31,1.256,Medium Dependency
Gujarat,Kachchh,2025-03-31,339.125,High Dependency
Gujarat,Kachchh,2025-04-30,17.865490628445425,High Dependency
Gujarat,Kachchh,2025-05-31,130.73333333333332,High Dependency
Gujarat,Kachchh,2025-06-30,140.66165413533835,High Dependency
Gujarat,Kachchh,2025-07-31,10.32296526697771,High Dependency
Gujarat,Kachchh,2025-09-30,5.610801781737194,High Dependency
Gujarat,Kachchh,2025-10-31,1.0254110612855007,Medium Dependency
Gujarat,Kheda,2025-04-30,21.07328244274809,High Dependency
Gujarat,Kheda,2025-05-31,105.18571428571428,High Dependency
Gujarat,Kheda,2025-07-31,28.596774193548388,High Dependency
Gujarat,Kheda,2025-09-30,6.451480637813212,High Dependency
Gujarat,Kheda,2025-10-31,1.3494809688581315,Medium Dependency
Gujarat,Mahesana,2025-04-30,16.87884267631103,High Dependency
Gujarat,Mahesana,2025-05-31,62.12442396313364,High Dependency
Gujarat,Mahesana,2025-07-31,17.22731201382887,High Dependency
Gujarat,Mahesana,2025-09-30,7.339072847682119,High Dependency
Gujarat,Mahesana,2025-10-31,1.577565632458234,High Dependency
Gujarat,Mahisagar,2025-04-30,23.63768115942029,High Dependency
Gujarat,Mahisagar,2025-06-30,25.70186335403727,High Dependency
Gujarat,Mahisagar,2025-07-31,10.079787234042554,High Dependency
Gujarat,Mahisagar,2025-09-30,5.147919876733436,High Dependency
Gujarat,Mahisagar,2025-10-31,0.7210526315789474,Medium Dependency
Gujarat,Morbi,2025-03-31,69.80281690140845,High Dependency
Gujarat,Morbi,2025-04-30,3.606319385140905,High Dependency
Gujarat,Morbi,2025-05-31,11.730401529636712,High Dependency
Gujarat,Morbi,2025-06-30,4.15825491873396,High Dependency
Gujarat,Morbi,2025-07-31,2.370448921880523,High Dependency
Gujarat,Morbi,2025-09-30,3.388888888888889,High Dependency
Gujarat,Morbi,2025-10-31,0.7508532423208191,Medium Dependency
Gujarat,Narmada,2025-09-30,7.820158102766799,High Dependency
Gujarat,Narmada,2025-10-31,1.5508474576271187,High Dependency
Gujarat,Navsari,2025-04-30,31.068181818181817,High Dependency
Gujarat,Navsari,2025-05-31,35.721518987341774,High Dependency
Gujarat,Navsari,2025-07-31,30.22568093385214,High Dependency
Gujarat,Navsari,2025-09-30,7.317103620474407,High Dependency
Gujarat,Navsari,2025-10-31,3.161290322580645,High Dependency
Gujarat,Panch Mahals,2025-07-31,0.0,Low Dependency
Gujarat,Panch Mahals,2025-09-30,3.1875,High Dependency
Gujarat,Panch Mahals,2025-10-31,1.2,Medium Dependency
Gujarat,Panchmahals,2025-04-30,11.074279379157428,High Dependency
Gujarat,Panchmahals,2025-05-31,24.58681318681319,High Dependency
Gujarat,Panchmahals,2025-09-30,6.889603429796356,High Dependency
Gujarat,Panchmahals,2025-10-31,0.6883333333333334,Medium Dependency
Gujarat,Patan,2025-03-31,53.28947368421053,High Dependency
Gujarat,Patan,2025-04-30,6.768781302170284,High Dependency
Gujarat,Patan,2025-05-31,30.075907590759076,High Dependency
Gujarat,Patan,2025-06-30,35.100671140939596,High Dependency
Gujarat,Patan,2025-07-31,4.850841002856236,High Dependency
Gujarat,Patan,2025-09-30,5.216232586311326,High Dependency
Gujarat,Patan,2025-10-31,1.5384615384615385,High Dependency
Gujarat,Porbandar,2025-04-30,11.120343839541547,High Dependency
Gujarat,Porbandar,2025-06-30,18.23826714801444,High Dependency
Gujarat,Porbandar,2025-07-31,9.174789915966386,High Dependency
Gujarat,Porbandar,2025-09-30,6.279678068410463,High Dependency
Gujarat,Porbandar,2025-10-31,2.265151515151515,High Dependency
Gujarat,Rajkot,2025-04-30,13.061006609049313,High Dependency
Gujarat,Rajkot,2025-05-31,16.506813417190777,High Dependency
Gujarat,Rajkot,2025-06-30,100.35185185185185,High Dependency
Gujarat,Rajkot,2025-07-31,6.935299714557564,High Dependency
Gujarat,Rajkot,2025-09-30,5.9555707450444295,High Dependency
Gujarat,Rajkot,2025-10-31,1.5166163141993958,High Dependency
Gujarat,Sabar Kantha,2025-07-31,0.0,Low Dependency
Gujarat,Sabar Kantha,2025-09-30,3.2033898305084745,High Dependency
Gujarat,Sabar Kantha,2025-10-31,2.0,High Dependency
Gujarat,Sabarkantha,2025-04-30,15.313218390804598,High Dependency
Gujarat,Sabarkantha,2025-05-31,82.35211267605634,High Dependency
Gujarat,Sabarkantha,2025-09-30,6.60205739036275,High Dependency
Gujarat,Sabarkantha,2025-10-31,1.6428571428571428,High Dependency
Gujarat,Surat,2025-04-30,10.406160458452723,High Dependency
Gujarat,Surat,2025-05-31,36.9607250755287,High Dependency
Gujarat,Surat,2025-07-31,15.129017447199265,High Dependency
Gujarat,Surat,2025-09-30,6.210077666224664,High Dependency
Gujarat,Surat,2025-10-31,2.303557910673732,High Dependency
Gujarat,Surendra Nagar,2025-04-30,17.013119533527696,High Dependency
Gujarat,Surendra Nagar,2025-07-31,40.54627539503386,High Dependency
Gujarat,Surendra Nagar,2025-09-30,4.002438033319788,High Dependency
Gujarat,Surendra Nagar,2025-10-31,0.7949526813880127,Medium Dependency
Gujarat,Surendranagar,2025-07-31,0.0,Low Dependency
Gujarat,Surendranagar,2025-09-30,4.6875,High Dependency
Gujarat,Surendranagar,2025-10-31,0.8333333333333334,Medium Dependency
Gujarat,Tapi,2025-04-30,62.913978494623656,High Dependency
Gujarat,Tapi,2025-09-30,4.210374639769452,High Dependency
Gujarat,Tapi,2025-10-31,0.8556149732620321,Medium Dependency
Gujarat,The Dangs,2025-04-30,38.125,High Dependency
Gujarat,The Dangs,2025-05-31,18.7816091954023,High Dependency
Gujarat,The Dangs,2025-09-30,7.016018306636155,High Dependency
Gujarat,The Dangs,2025-10-31,0.45,Low Dependency
Gujarat,Vadodara,2025-03-31,399.685393258427,High Dependency
Gujarat,Vadodara,2025-04-30,18.40962837837838,High Dependency
Gujarat,Vadodara,2025-05-31,111.04878048780488,High Dependency
Gujarat,Vadodara,2025-06-30,54.009803921568626,High Dependency
Gujarat,Vadodara,2025-07-31,44.246173469387756,High Dependency
Gujarat,Vadodara,2025-09-30,7.153820816864295,High Dependency
Gujarat,Vadodara,2025-10-31,1.3413063477460903,Medium Dependency
Gujarat,Valsad,2025-04-30,12.628318584070797,High Dependency
Gujarat,Valsad,2025-05-31,36.484924623115575,High Dependency
Gujarat,Valsad,2025-07-31,15.35665137614679,High Dependency
Gujarat,Valsad,2025-09-30,5.4551873981531775,High Dependency
Gujarat,Valsad,2025-10-31,1.505720823798627,High Dependency
Haryana,Ambala,2025-06-30,35.05693950177936,High Dependency
Haryana,Ambala,2025-09-30,9.009459459459459,High Dependency
Haryana,Ambala,2025-10-31,1.88,High Dependency
Haryana,Bhiwani,2025-09-30,8.26559356136821,High Dependency
Haryana,Bhiwani,2025-10-31,1.8173076923076923,High Dependency
Haryana,Charkhi Dadri,2025-09-30,4.223529411764706,High Dependency
Haryana,Charkhi Dadri,2025-10-31,3.142857142857143,High Dependency
Haryana,Faridabad,2025-03-31,149.97333333333333,High Dependency
Haryana,Faridabad,2025-04-30,17.13138231631382,High Dependency
Haryana,Faridabad,2025-05-31,11.369782480893592,High Dependency
Haryana,Faridabad,2025-06-30,7.676678445229682,High Dependency
Haryana,Faridabad,2025-07-31,6.116017316017316,High Dependency
Haryana,Faridabad,2025-09-30,6.201164874551972,High Dependency
Haryana,Faridabad,2025-10-31,2.7717546362339514,High Dependency
Haryana,Fatehabad,2025-09-30,10.547385620915033,High Dependency
Haryana,Fatehabad,2025-10-31,0.650887573964497,Medium Dependency
Haryana,Gurgaon,2025-04-30,28.64819944598338,High Dependency
Haryana,Gurgaon,2025-05-31,16.523952095808383,High Dependency
Haryana,Gurgaon,2025-09-30,5.169982944855032,High Dependency
Haryana,Gurgaon,2025-10-31,3.368595041322314,High Dependency
Haryana,Gurugram,2025-03-31,0.0,Low Dependency
Haryana,Gurugram,2025-06-30,0.0,Low Dependency
Haryana,Gurugram,2025-07-31,0.0,Low Dependency
Haryana,Hisar,2025-06-30,30.88177339901478,High Dependency
Haryana,Hisar,2025-09-30,6.993630573248407,High Dependency
Haryana,Hisar,2025-10-31,1.3214814814814815,Medium Dependency
Haryana,Jhajjar,2025-09-30,7.041567695961995,High Dependency
Haryana,Jhajjar,2025-10-31,0.8267477203647416,Medium Dependency
Haryana,Jhajjar *,2025-09-30,0.0,Low Dependency
Haryana,Jind,2025-09-30,7.357142857142857,High Dependency
Haryana,Jind,2025-10-31,1.2803347280334727,Medium Dependency
Haryana,Kaithal,2025-06-30,20.266666666666666,High Dependency
Haryana,Kaithal,2025-09-30,10.395061728395062,High Dependency
Haryana,Kaithal,2025-10-31,1.4807017543859649,Medium Dependency
Haryana,Karnal,2025-09-30,7.196005917159764,High Dependency
Haryana,Karnal,2025-10-31,1.1431451612903225,Medium Dependency
Haryana,Kurukshetra,2025-06-30,68.88172043010752,High Dependency
Haryana,Kurukshetra,2025-09-30,10.720543806646525,High Dependency
Haryana,Kurukshetra,2025-10-31,1.1358885017421603,Medium Dependency
Haryana,Mahendragarh,2025-09-30,6.335714285714285,High Dependency
Haryana,Mahendragarh,2025-10-31,0.5794701986754967,Medium Dependency
Haryana,Mewat,2025-05-31,7.625470987189148,High Dependency
Haryana,Mewat,2025-09-30,9.41541755888651,High Dependency
Haryana,Mewat,2025-10-31,1.4253246753246753,Medium Dependency
Haryana,Nuh,2025-06-30,0.0,Low Dependency
Haryana,Palwal,2025-09-30,7.677652733118971,High Dependency
Haryana,Palwal,2025-10-31,1.1649659863945578,Medium Dependency
Haryana,Panchkula,2025-09-30,9.654867256637168,High Dependency
Haryana,Panchkula,2025-10-31,2.9266666666666667,High Dependency
Haryana,Panipat,2025-06-30,9.035347776510832,High Dependency
Haryana,Panipat,2025-07-31,9.424819435325016,High Dependency
Haryana,Panipat,2025-09-30,7.135294117647059,High Dependency
Haryana,Panipat,2025-10-31,1.4824120603015076,Medium Dependency
Haryana,Rewari,2025-09-30,9.037463976945245,High Dependency
Haryana,Rewari,2025-10-31,3.1054421768707483,High Dependency
Haryana,Rohtak,2025-06-30,16.71969696969697,High Dependency
Haryana,Rohtak,2025-09-30,8.107183580387685,High Dependency
Haryana,Rohtak,2025-10-31,0.5769230769230769,Medium Dependency
Haryana,Sirsa,2025-09-30,10.042189281641962,High Dependency
Haryana,Sirsa,2025-10-31,1.7611940298507462,High Dependency
Haryana,Sonipat,2025-06-30,28.219114219114218,High Dependency
Haryana,Sonipat,2025-09-30,7.018110236220473,High Dependency
Haryana,Sonipat,2025-10-31,1.6617021276595745,High Dependency
Haryana,Yamuna Nagar,2025-09-30,8.523336643495531,High Dependency
Haryana,Yamuna Nagar,2025-10-31,2.626112759643917,High Dependency
Haryana,Yamunanagar,2025-09-30,7.125,High Dependency
Haryana,Yamunanagar,2025-10-31,1.5,Medium Dependency
Himachal Pradesh,Bilaspur,2025-09-30,9.256809338521402,High Dependency
Himachal Pradesh,Bilaspur,2025-10-31,0.7702702702702703,Medium Dependency
Himachal Pradesh,Chamba,2025-09-30,11.611979166666666,High Dependency
Himachal Pradesh,Chamba,2025-10-31,1.4369747899159664,Medium Dependency
Himachal Pradesh,Hamirpur,2025-09-30,9.74909090909091,High Dependency
Himachal Pradesh,Hamirpur,2025-10-31,0.9545454545454546,Medium Dependency
Himachal Pradesh,Kangra,2025-09-30,8.199837530463038,High Dependency
Himachal Pradesh,Kangra,2025-10-31,0.9981308411214953,Medium Dependency
Himachal Pradesh,Kinnaur,2025-09-30,7.7254901960784315,High Dependency
Himachal Pradesh,Kinnaur,2025-10-31,1.5,Medium Dependency
Himachal Pradesh,Kullu,2025-07-31,20.859649122807017,High Dependency
Himachal Pradesh,Kullu,2025-09-30,7.607655502392345,High Dependency
Himachal Pradesh,Kullu,2025-10-31,1.32,Medium Dependency
Himachal Pradesh,Lahaul and Spiti,2025-10-31,0.0,Low Dependency
Himachal Pradesh,Lahul & Spiti,2025-09-30,9.461538461538462,High Dependency
Himachal Pradesh,Lahul & Spiti,2025-10-31,3.25,High Dependency
Himachal Pradesh,Lahul and Spiti,2025-09-30,8.090909090909092,High Dependency
Himachal Pradesh,Lahul and Spiti,2025-10-31,2.3333333333333335,High Dependency
Himachal Pradesh,Mandi,2025-09-30,8.358490566037736,High Dependency
Himachal Pradesh,Mandi,2025-10-31,1.02,Medium Dependency
Himachal Pradesh,Shimla,2025-09-30,9.268018018018019,High Dependency
Himachal Pradesh,Shimla,2025-10-31,1.207171314741036,Medium Dependency
Himachal Pradesh,Sirmaur,2025-09-30,6.806640625,High Dependency
Himachal Pradesh,Sirmaur,2025-10-31,1.1472081218274113,Medium Dependency
Himachal Pradesh,Solan,2025-09-30,8.677710843373495,High Dependency
Himachal Pradesh,Solan,2025-10-31,1.5217391304347827,High Dependency
Himachal Pradesh,Una,2025-09-30,11.391304347826088,High Dependency
Himachal Pradesh,Una,2025-10-31,1.25,Medium Dependency
Jammu & Kashmir,Anantnag,2025-09-30,0.0,Low Dependency
Jammu & Kashmir,Bandipur,2025-10-31,0.0,Low Dependency
Jammu & Kashmir,Baramula,2025-09-30,1.5294117647058822,High Dependency
Jammu & Kashmir,Baramula,2025-10-31,0.14285714285714285,Low Dependency
Jammu & Kashmir,Jammu,2025-09-30,3.8421052631578947,High Dependency
Jammu & Kashmir,Jammu,2025-10-31,0.5,Medium Dependency
Jammu & Kashmir,Kargil,2025-09-30,1.0,Medium Dependency
Jammu & Kashmir,Kargil,2025-10-31,0.0,Low Dependency
Jammu & Kashmir,Kathua,2025-09-30,5.0,High Dependency
Jammu & Kashmir,Kupwara,2025-09-30,0.0,Low Dependency
Jammu & Kashmir,Kupwara,2025-10-31,0.3333333333333333,Low Dependency
Jammu & Kashmir,Leh (ladakh),2025-10-31,0.0,Low Dependency
Jammu & Kashmir,Pulwama,2025-10-31,0.0,Low Dependency
Jammu & Kashmir,Srinagar,2025-09-30,2.0,High Dependency
Jammu & Kashmir,Udhampur,2025-09-30,3.0,High Dependency
Jammu And Kashmir,Doda,2025-07-31,0.0,Low Dependency
Jammu And Kashmir,Shopian,2025-07-31,0.0,Low Dependency
Jammu and Kashmir,Anantnag,2025-09-30,4.369294605809128,High Dependency
Jammu and Kashmir,Anantnag,2025-10-31,1.1299559471365639,Medium Dependency
Jammu and Kashmir,Badgam,2025-09-30,2.8082437275985663,High Dependency
Jammu and Kashmir,Badgam,2025-10-31,0.8647342995169082,Medium Dependency
Jammu and Kashmir,Bandipore,2025-09-30,4.50319829424307,High Dependency
Jammu and Kashmir,Bandipore,2025-10-31,0.5551181102362205,Medium Dependency
Jammu and Kashmir,Baramula,2025-05-31,42.144385026737964,High Dependency
Jammu and Kashmir,Baramula,2025-09-30,6.581993569131833,High Dependency
Jammu and Kashmir,Baramula,2025-10-31,1.3518518518518519,Medium Dependency
Jammu and Kashmir,Budgam,2025-09-30,7.995726495726496,High Dependency
Jammu and Kashmir,Budgam,2025-10-31,0.6299212598425197,Medium Dependency
Jammu and Kashmir,Doda,2025-09-30,3.3180722891566266,High Dependency
Jammu and Kashmir,Doda,2025-10-31,0.26596858638743454,Low Dependency
Jammu and Kashmir,Ganderbal,2025-09-30,4.157509157509158,High Dependency
Jammu and Kashmir,Ganderbal,2025-10-31,2.3069306930693068,High Dependency
Jammu and Kashmir,Jammu,2025-05-31,114.54320987654322,High Dependency
Jammu and Kashmir,Jammu,2025-09-30,6.4190927555856465,High Dependency
Jammu and Kashmir,Jammu,2025-10-31,1.1240188383045526,Medium Dependency
Jammu and Kashmir,Kargil,2025-09-30,4.163120567375887,High Dependency
Jammu and Kashmir,Kargil,2025-10-31,0.46875,Low Dependency
Jammu and Kashmir,Kathua,2025-09-30,5.820921985815603,High Dependency
Jammu and Kashmir,Kathua,2025-10-31,1.4329896907216495,Medium Dependency
Jammu and Kashmir,Kishtwar,2025-09-30,4.766519823788546,High Dependency
Jammu and Kashmir,Kishtwar,2025-10-31,0.5392670157068062,Medium Dependency
Jammu and Kashmir,Kulgam,2025-09-30,5.736156351791531,High Dependency
Jammu and Kashmir,Kulgam,2025-10-31,1.4529411764705882,Medium Dependency
Jammu and Kashmir,Kupwara,2025-09-30,5.516245487364621,High Dependency
Jammu and Kashmir,Kupwara,2025-10-31,1.2418300653594772,Medium Dependency
Jammu and Kashmir,Leh,2025-09-30,10.311111111111112,High Dependency
Jammu and Kashmir,Leh,2025-10-31,0.4666666666666667,Low Dependency
Jammu and Kashmir,Pulwama,2025-09-30,3.625754527162978,High Dependency
Jammu and Kashmir,Pulwama,2025-10-31,0.609271523178808,Medium Dependency
Jammu and Kashmir,Punch,2025-04-30,35.355450236966824,High Dependency
Jammu and Kashmir,Punch,2025-09-30,5.147773279352227,High Dependency
Jammu and Kashmir,Punch,2025-10-31,0.7220447284345048,Medium Dependency
Jammu and Kashmir,Rajouri,2025-09-30,6.082474226804123,High Dependency
Jammu and Kashmir,Rajouri,2025-10-31,1.314176245210728,Medium Dependency
Jammu and Kashmir,Ramban,2025-09-30,4.166666666666667,High Dependency
Jammu and Kashmir,Ramban,2025-10-31,0.3727598566308244,Low Dependency
Jammu and Kashmir,Reasi,2025-09-30,4.197183098591549,High Dependency
Jammu and Kashmir,Reasi,2025-10-31,0.9955156950672646,Medium Dependency
Jammu and Kashmir,Samba,2025-09-30,6.3580246913580245,High Dependency
Jammu and Kashmir,Samba,2025-10-31,0.8631578947368421,Medium Dependency
Jammu and Kashmir,Shupiyan,2025-09-30,9.84,High Dependency
Jammu and Kashmir,Shupiyan,2025-10-31,1.288659793814433,Medium Dependency
Jammu and Kashmir,Srinagar,2025-09-30,5.861974405850091,High Dependency
Jammu and Kashmir,Srinagar,2025-10-31,1.6570841889117043,High Dependency
Jammu and Kashmir,Udhampur,2025-09-30,5.038785834738618,High Dependency
Jammu and Kashmir,Udhampur,2025-10-31,0.8666666666666667,Medium Dependency
Jharkhand,Bokaro,2025-09-30,6.83979057591623,High Dependency
Jharkhand,Bokaro,2025-10-31,1.21,Medium Dependency
Jharkhand,Bokaro *,2025-10-31,0.0,Low Dependency
Jharkhand,Chatra,2025-06-30,12.082278481012658,High Dependency
Jharkhand,Chatra,2025-07-31,17.97005988023952,High Dependency
Jharkhand,Chatra,2025-09-30,6.857309260337798,High Dependency
Jharkhand,Chatra,2025-10-31,1.0655021834061136,Medium Dependency
Jharkhand,Deoghar,2025-03-31,291.03636363636366,High Dependency
Jharkhand,Deoghar,2025-04-30,17.424619640387274,High Dependency
Jharkhand,Deoghar,2025-09-30,3.698882952889752,High Dependency
Jharkhand,Deoghar,2025-10-31,0.8844133099824869,Medium Dependency
Jharkhand,Dhanbad,2025-07-31,14.490247074122237,High Dependency
Jharkhand,Dhanbad,2025-09-30,4.867065868263473,High Dependency
Jharkhand,Dhanbad,2025-10-31,0.8323662153449387,Medium Dependency
Jharkhand,Dumka,2025-04-30,193.79775280898878,High Dependency
Jharkhand,Dumka,2025-06-30,33.14141414141414,High Dependency
Jharkhand,Dumka,2025-07-31,35.40425531914894,High Dependency
Jharkhand,Dumka,2025-09-30,5.4699666295884315,High Dependency
Jharkhand,Dumka,2025-10-31,1.416058394160584,Medium Dependency
Jharkhand,East Singhbhum,2025-04-30,209.50833333333333,High Dependency
Jharkhand,East Singhbhum,2025-07-31,56.20136518771331,High Dependency
Jharkhand,East Singhbhum,2025-09-30,6.2531380753138075,High Dependency
Jharkhand,East Singhbhum,2025-10-31,1.1897590361445782,Medium Dependency
Jharkhand,East Singhbum,2025-07-31,0.0,Low Dependency
Jharkhand,Garhwa,2025-09-30,5.703907815631262,High Dependency
Jharkhand,Garhwa,2025-10-31,0.8435897435897436,Medium Dependency
Jharkhand,Garhwa *,2025-09-30,6.426086956521739,High Dependency
Jharkhand,Garhwa *,2025-10-31,0.2807017543859649,Low Dependency
Jharkhand,Giridih,2025-07-31,7.323254535459044,High Dependency
Jharkhand,Giridih,2025-09-30,3.749203821656051,High Dependency
Jharkhand,Giridih,2025-10-31,0.6243739565943238,Medium Dependency
Jharkhand,Godda,2025-04-30,128.89705882352942,High Dependency
Jharkhand,Godda,2025-09-30,5.087450312322544,High Dependency
Jharkhand,Godda,2025-10-31,1.5632716049382716,High Dependency
Jharkhand,Gumla,2025-06-30,24.54471544715447,High Dependency
Jharkhand,Gumla,2025-07-31,13.466763005780347,High Dependency
Jharkhand,Gumla,2025-09-30,5.2914027149321265,High Dependency
Jharkhand,Gumla,2025-10-31,1.3333333333333333,Medium Dependency
Jharkhand,Hazaribag,2025-09-30,6.347593582887701,High Dependency
Jharkhand,Hazaribag,2025-10-31,2.183673469387755,High Dependency
Jharkhand,Hazaribagh,2025-04-30,52.141129032258064,High Dependency
Jharkhand,Hazaribagh,2025-09-30,4.753459764223475,High Dependency
Jharkhand,Hazaribagh,2025-10-31,1.1239669421487604,Medium Dependency
Jharkhand,Jamtara,2025-09-30,3.564856230031949,High Dependency
Jharkhand,Jamtara,2025-10-31,0.7689075630252101,Medium Dependency
Jharkhand,Khunti,2025-06-30,17.652,High Dependency
Jharkhand,Khunti,2025-07-31,19.946629213483146,High Dependency
Jharkhand,Khunti,2025-09-30,8.608510638297872,High Dependency
Jharkhand,Khunti,2025-10-31,1.4851485148514851,Medium Dependency
Jharkhand,Kodarma,2025-09-30,4.130841121495327,High Dependency
Jharkhand,Kodarma,2025-10-31,0.9122807017543859,Medium Dependency
Jharkhand,Koderma,2025-09-30,3.2174657534246576,High Dependency
Jharkhand,Koderma,2025-10-31,0.569593147751606,Medium Dependency
Jharkhand,Latehar,2025-09-30,6.482233502538071,High Dependency
